dataset,unit,season,n,estimator,child,child_index,parent_set,parent_mask,family,bic,loglik,alpha,params,parameter_count,success,status,nit,nfev,starts,moment_loglik,loglik_improvement,runtime_sec,diagnostics
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,Poisson,35708.16652847385,-17849.551185306023,[],"{""lam"": 4.373842592592593}",1,True,analytic_mle,0,1,0,-17849.551185306023,0.0,0.0007741000154055655,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,NB,35717.243361000335,-17849.55752263837,[],"{""p"": 0.99999, ""r"": 437379.9978442973}",2,True,optimizer_converged_lbfgsb,2,20,2,-17849.55752263882,4.511093720793724e-10,0.04447500000242144,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 17849.55752263837, ""jac"": [0.007639754862776445, -0.008003552713384848], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 9, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [12.988557656513642, 11.51291546492478]}, {""fun"": 17849.55752263837, ""jac"": [0.007639754862776445, -0.008003552713384848], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 9, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [12.988557656513642, 11.51291546492478]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,ZIP,35717.23069187215,-17849.551188074278,[],"{""lam"": 4.373842592592593, ""rho"": 1.0000000000000007e-09}",2,True,optimizer_converged_lbfgsb,0,8,2,-17849.551188074278,0.0,0.009562999999616295,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 17849.551188074278, ""jac"": [0.0, 0.0], ""message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""method"": ""L-BFGS-B"", ""nfev"": 3, ""nit"": 0, ""status"": 0, ""success"": true, ""x"": [1.4756419345454332, -20.72326583594641]}, {""fun"": 17849.551188074278, ""jac"": [0.0, 0.0], ""message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""method"": ""L-BFGS-B"", ""nfev"": 3, ""nit"": 0, ""status"": 0, ""success"": true, ""x"": [1.4756419345454332, -20.72326583594641]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,Geom,44628.15008130327,-22309.542961720734,[],"{""p"": 0.18608658195132458}",1,True,analytic_mle,0,1,0,-22309.542961720734,0.0,0.000818600005004555,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,Binomial,35606.33237904707,-17798.634110592633,[],"{""n"": 30, ""p"": 0.14579475308641976}",1,True,analytic_mle,0,1,0,-17798.634110592633,0.0,0.0064517000573687255,"{""binomial_discrete_residual_mean"": 4.373842592592593, ""binomial_discrete_residual_variance"": 3.7322324567043896, ""binomial_h_extension_used"": false, ""binomial_n_candidates"": 1, ""binomial_n_max"": 30, ""binomial_n_min"": 30, ""binomial_n_policy"": ""paper_H_binomial_discrete_index_continuous_full_mle"", ""binomial_n_tie_break"": ""not_applicable_single_mom_index"", ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,,0,Bernoulli,inf,-inf,[],{},1,False,infeasible_root_support,0,0,0,-inf,0.0,0.00013229995965957642,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 0, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,FTA,2,Poisson,30732.70346626397,-15357.287575270188,[0.46197897984246794],"{""lam"": 1.8740230017026933}",2,True,poisson_convex_mle,15,22,2,-15357.332944527707,0.04536925751926901,0.029918499989435077,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15357.287575270188, ""jac"": [2.5769224309968308e-08, 5.585538928043476e-07], ""message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""method"": ""L-BFGS-B"", ""nfev"": 7, ""nit"": 4, ""status"": 0, ""success"": true, ""x"": [1.8740230017026933, 0.46197897984246794]}, {""fun"": 15357.28757527019, ""jac"": [-3.513046603065284e-06, 1.2605715602576062e-05], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 13, ""nit"": 11, ""status"": 0, ""success"": true, ""x"": [1.8740229952070684, 0.4619789810200841]}], ""poisson_canonical_agreement_abs"": 0.0, ""solver_path"": ""poisson_convex"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,FTA,2,NB,30741.790305694565,-15357.298916054586,[0.4619803411009901],"{""p"": 0.9999917328825045, ""r"": 226681.33426699345}",3,True,optimizer_converged_lbfgsb,12,70,2,-15357.346609277836,0.047693223250462324,0.18038729997351766,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15357.30133012413, ""jac"": [0.0014551915236026337, -0.008549249489297452, -0.0032741806554756193], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 28, ""nit"": 4, ""status"": 0, ""success"": true, ""x"": [0.4619810204811051, 12.138312027994592, 11.510230148161902]}, {""fun"": 15357.298916054586, ""jac"": [0.004911271392158889, -0.0061845634603428365, -0.007821653788080647], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 40, ""nit"": 8, ""status"": 0, ""success"": true, ""x"": [0.4619803411009901, 12.33130049639202, 11.703216392046086]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,FTA,2,ZIP,30741.76762979675,-15357.287578105677,[0.461978961183969],"{""lam"": 1.8740231019680842, ""rho"": 1.0000000000000007e-09}",3,True,optimizer_converged_lbfgsb,13,70,2,-15357.332947342995,0.0453692373175727,0.06078450003406033,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15357.287578105677, ""jac"": [-0.0003637978809006584, 0.0, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 24, ""nit"": 4, ""status"": 0, ""success"": true, ""x"": [0.461978961183969, 0.6280875113646238, -20.72326583594641]}, {""fun"": 15357.287578105714, ""jac"": [0.0014551915236026337, 0.000727595757762349, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 44, ""nit"": 9, ""status"": 0, ""success"": true, ""x"": [0.461978957684326, 0.6280876031449955, -20.72326583594641]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2020-21,8640,optimization,FOUL,0,FTA,2,Geom,32773.50482529061,-16377.688254783508,[0.6419784126302863],"{""p"": 0.5263085852703042}",2,True,optimizer_converged_lbfgsb,17,68,2,-17105.690854167606,728.0025993840973,0.08786909998161718,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 16377.6882547844, ""jac"": [0.003274180909930571, 0.0007275957618013168], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 33, ""nit"": 9, ""status"": 0, ""success"": true, ""x"": [0.6419786073505991, 0.10533272232058423]}, {""fun"": 16377.688254783508, ""jac"": [-0.0009094946972029363, -0.0003637978809006584], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 33, ""nit"": 8, ""status"": 0, ""success"": true, ""x"": [0.6419784126302863, 0.1053316188195746]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
