regime,sweep,x_value,method,metric,N_total,N_nonNA,NA_rate,mean,sd,se,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high
common,density-sweep,1.0,PB-SCM,directed_f1,100,100,0.0,0.09196647796647796,0.14129412703029456,0.014129412703029457,0.06427282906854022,0.1196601268644157,0.06427282906854022,0.1196601268644157
common,density-sweep,1.0,PB-SCM-PGF,directed_f1,100,100,0.0,0.005636363636363636,0.03224571743160407,0.003224571743160407,-0.0006837969802307615,0.011956524252958034,0.0,0.011956524252958034
common,density-sweep,1.0,PC-RCIT,directed_f1,100,100,0.0,0.497102564102564,0.2531974354403974,0.025319743544039743,0.44747586675624607,0.5467292614488819,0.44747586675624607,0.5467292614488819
common,density-sweep,1.5,LibraryDP,directed_f1,100,100,0.0,0.9730920885877409,0.040938177943418474,0.004093817794341847,0.9650682057108309,0.9811159714646509,0.9650682057108309,0.9811159714646509
common,density-sweep,1.5,LibraryGreedy,directed_f1,100,100,0.0,0.9048773133045444,0.14960475186956848,0.014960475186956848,0.8755547819381089,0.9341998446709798,0.8755547819381089,0.9341998446709798
common,density-sweep,1.5,ODS,directed_f1,100,100,0.0,0.5816032959862817,0.14303384155346077,0.014303384155346077,0.5535686630418034,0.60963792893076,0.5535686630418034,0.60963792893076
common,density-sweep,1.5,OracleDP,directed_f1,100,100,0.0,0.9686252690948344,0.04673039817121667,0.0046730398171216676,0.959466111053276,0.9777844271363928,0.959466111053276,0.9777844271363928
common,density-sweep,1.5,PB-SCM,directed_f1,100,100,0.0,0.10238526434006308,0.128084977262775,0.012808497726277502,0.07728060879655918,0.12748991988356698,0.07728060879655918,0.12748991988356698
common,density-sweep,1.5,PB-SCM-PGF,directed_f1,100,100,0.0,0.022252747252747243,0.06146548772971979,0.006146548772971979,0.010205511657722165,0.03429998284777232,0.010205511657722165,0.03429998284777232
common,density-sweep,1.5,PC-RCIT,directed_f1,100,100,0.0,0.5489407009735452,0.19332810001945505,0.019332810001945505,0.511048393369732,0.5868330085773584,0.511048393369732,0.5868330085773584
common,density-sweep,2.0,LibraryDP,directed_f1,100,100,0.0,0.9604882836034605,0.0676194010780231,0.00676194010780231,0.947234880992168,0.973741686214753,0.947234880992168,0.973741686214753
common,density-sweep,2.0,LibraryGreedy,directed_f1,100,100,0.0,0.8646721393178567,0.1469320912878983,0.01469320912878983,0.8358734494254286,0.8934708292102848,0.8358734494254286,0.8934708292102848
common,density-sweep,2.0,ODS,directed_f1,100,100,0.0,0.644418430084299,0.1284722028077557,0.01284722028077557,0.6192378783339789,0.6695989818346191,0.6192378783339789,0.6695989818346191
common,density-sweep,2.0,OracleDP,directed_f1,100,100,0.0,0.9697823293742616,0.04673447614397754,0.004673447614397754,0.960622372050042,0.9789422866984812,0.960622372050042,0.9789422866984812
common,density-sweep,2.0,PB-SCM,directed_f1,100,100,0.0,0.10291258743600068,0.1372602854012995,0.01372602854012995,0.07600957149734598,0.1298156033746554,0.07600957149734598,0.1298156033746554
