regime,sweep,x_value,method,metric,N_total,N_nonNA,NA_rate,mean,sd,se,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high
expanded,N-sweep,200.0,LibraryDP,conditional_alpha_mape,100,100,0.0,26.4612340591339,31.76512730491792,3.176512730491792,20.235269107369987,32.687199010897814,20.235269107369987,32.687199010897814
expanded,N-sweep,200.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,26.308845439691172,22.93340699577792,2.293340699577792,21.8138976685187,30.803793210863645,21.8138976685187,30.803793210863645
expanded,N-sweep,200.0,OracleDP,conditional_alpha_mape,100,100,0.0,16.736531875059498,14.77640849499408,1.477640849499408,13.84035581004066,19.632707940078337,13.84035581004066,19.632707940078337
expanded,N-sweep,400.0,LibraryDP,conditional_alpha_mape,100,100,0.0,23.441591017187392,30.04755980633316,3.004755980633316,17.552269295146093,29.33091273922869,17.552269295146093,29.33091273922869
expanded,N-sweep,400.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,24.176703534149603,23.94226231049244,2.394226231049244,19.484020121293085,28.86938694700612,19.484020121293085,28.86938694700612
expanded,N-sweep,400.0,OracleDP,conditional_alpha_mape,100,100,0.0,15.434695152226102,17.05868383378452,1.705868383378452,12.091193120804336,18.77819718364787,12.091193120804336,18.77819718364787
expanded,N-sweep,800.0,LibraryDP,conditional_alpha_mape,100,100,0.0,23.81289922061213,35.07896113534891,3.5078961135348914,16.937422838083744,30.688375603140518,16.937422838083744,30.688375603140518
expanded,N-sweep,800.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,23.726208262341657,25.066131941175527,2.506613194117553,18.813246401871254,28.63917012281206,18.813246401871254,28.63917012281206
expanded,N-sweep,800.0,OracleDP,conditional_alpha_mape,100,100,0.0,11.075872891184671,15.490231496711866,1.5490231496711866,8.039787517829145,14.111958264540197,8.039787517829145,14.111958264540197
expanded,N-sweep,1600.0,LibraryDP,conditional_alpha_mape,100,100,0.0,17.083215252693243,27.564282455539704,2.7564282455539706,11.680615891407461,22.485814613979024,11.680615891407461,22.485814613979024
expanded,N-sweep,1600.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,15.218144692276928,17.187372382018406,1.7187372382018407,11.84941970540132,18.586869679152535,11.84941970540132,18.586869679152535
expanded,N-sweep,1600.0,OracleDP,conditional_alpha_mape,100,100,0.0,8.833188937833567,12.698340469698186,1.2698340469698186,6.344314205772722,11.322063669894412,6.344314205772722,11.322063669894412
expanded,N-sweep,2400.0,LibraryDP,conditional_alpha_mape,100,100,0.0,15.8838905130343,22.253144220580012,2.225314422058001,11.522274245800618,20.24550678026798,11.522274245800618,20.24550678026798
expanded,N-sweep,2400.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,18.322224492719897,23.84885125695715,2.384885125695715,13.647849646356295,22.9965993390835,13.647849646356295,22.9965993390835
expanded,N-sweep,2400.0,OracleDP,conditional_alpha_mape,100,100,0.0,8.680269613186317,16.20948963549558,1.620948963549558,5.503209644629184,11.85732958174345,5.503209644629184,11.85732958174345
expanded,N-sweep,3200.0,LibraryDP,conditional_alpha_mape,100,100,0.0,14.80855724027023,24.461612609842074,2.4461612609842076,10.014081168741184,19.60303331179928,10.014081168741184,19.60303331179928
expanded,N-sweep,3200.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,16.87009740294301,24.767183708000186,2.4767183708000187,12.015729396174972,21.724465409711048,12.015729396174972,21.724465409711048
expanded,N-sweep,3200.0,OracleDP,conditional_alpha_mape,100,100,0.0,6.800291133542024,8.54074969574413,0.8540749695744131,5.126304193176175,8.474278073907874,5.126304193176175,8.474278073907874
expanded,N-sweep,6400.0,LibraryDP,conditional_alpha_mape,100,100,0.0,15.448107802028986,22.763588933917525,2.2763588933917527,10.98644437098115,19.90977123307682,10.98644437098115,19.90977123307682
expanded,N-sweep,6400.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,15.870230022761154,21.58768431395349,2.158768431395349,11.63904389722627,20.10141614829604,11.63904389722627,20.10141614829604
