alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,N,rep,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,realized_avg_indegree,parallel_workers,seed,method_seed,runtime_sec,local_score_runtime_sec,search_runtime_sec,n_local_scores_evaluated,score,directed_f1,skeleton_f1,exact_dag,family_accuracy,alpha_rmse_if_exact,alpha_rmse_on_correct_edges,alpha_mape_on_correct_edges_pct,alpha_rmse_on_true_edges,n_correct_directed_edges,n_true_edges,n_est_directed_edges,n_est_undirected_edges,true_families,true_exogenous_params,true_alpha_matrix,selected_families,true_edges,estimated_directed_edges,estimated_undirected_edges
common,kbar,1.0,8,3200,8,3200,2,PC-RCIT,0.15,0.85,5,1.0,exact_edges,1.0,12,369777690918623477,8429470877816720099,2.957315000006929,,,,,0.4615384615384615,0.9333333333333332,0.0,,,,,,3.0,8.0,5.0,2.0,"Binomial,ZIP,ZIP,Geom,Geom,Poisson,Bernoulli,NB","[{""n"":4,""p"":0.813723767285653},{""lam"":6.19728262410134,""rho"":0.15908464735895206},{""lam"":3.312637525114769,""rho"":0.16671560698414664},{""mean"":6.480337367695934,""p"":0.13368381008034888},{""mean"":4.244547264957351,""p"":0.19067422781785762},{""lam"":6.696307946324325},{""p"":0.6492512428478928},{""p"":0.28183867874110063,""r"":8.848194139839428}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.36696008419736836,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.5753254304245737,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.34934274788161435,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.18004662026658713,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.7878092798437185,0.0,0.3343579074574493,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.5560432486678601,0.0,0.2713703646942471,0.0]]",,0->2;1->3;2->4;2->5;2->6;4->6;4->7;6->7,0->2;2->6;4->2;4->6;5->2,1--3;4--7
common,kbar,1.0,8,3200,8,3200,2,PBSCM,0.15,0.85,5,1.0,exact_edges,1.0,12,369777690918623477,374344204021598162,1.9777461000048788,,,,,0.1818181818181818,0.4615384615384615,0.0,,,,,,1.0,8.0,3.0,2.0,"Binomial,ZIP,ZIP,Geom,Geom,Poisson,Bernoulli,NB","[{""n"":4,""p"":0.813723767285653},{""lam"":6.19728262410134,""rho"":0.15908464735895206},{""lam"":3.312637525114769,""rho"":0.16671560698414664},{""mean"":6.480337367695934,""p"":0.13368381008034888},{""mean"":4.244547264957351,""p"":0.19067422781785762},{""lam"":6.696307946324325},{""p"":0.6492512428478928},{""p"":0.28183867874110063,""r"":8.848194139839428}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.36696008419736836,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.5753254304245737,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.34934274788161435,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.18004662026658713,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.7878092798437185,0.0,0.3343579074574493,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.5560432486678601,0.0,0.2713703646942471,0.0]]",,0->2;1->3;2->4;2->5;2->6;4->6;4->7;6->7,2->0;2->6;4->5,2--5;3--5
common,kbar,1.0,8,3200,8,3200,2,PBSCM_PGF,0.15,0.85,5,1.0,exact_edges,1.0,12,369777690918623477,15172952468747049795,0.566195899999002,,,,,0.0,0.0,0.0,,,,,,0.0,8.0,0.0,1.0,"Binomial,ZIP,ZIP,Geom,Geom,Poisson,Bernoulli,NB","[{""n"":4,""p"":0.813723767285653},{""lam"":6.19728262410134,""rho"":0.15908464735895206},{""lam"":3.312637525114769,""rho"":0.16671560698414664},{""mean"":6.480337367695934,""p"":0.13368381008034888},{""mean"":4.244547264957351,""p"":0.19067422781785762},{""lam"":6.696307946324325},{""p"":0.6492512428478928},{""p"":0.28183867874110063,""r"":8.848194139839428}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.36696008419736836,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.5753254304245737,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.34934274788161435,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.18004662026658713,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.7878092798437185,0.0,0.3343579074574493,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.5560432486678601,0.0,0.2713703646942471,0.0]]",,0->2;1->3;2->4;2->5;2->6;4->6;4->7;6->7,,0--4
common,kbar,1.0,8,3200,8,3200,2,PoissonDAG-ODS,0.15,0.85,5,1.0,exact_edges,1.0,12,369777690918623477,11299456385289068124,0.4094105999974999,,,,,0.7777777777777777,0.888888888888889,0.0,,,,,,7.0,8.0,10.0,0.0,"Binomial,ZIP,ZIP,Geom,Geom,Poisson,Bernoulli,NB","[{""n"":4,""p"":0.813723767285653},{""lam"":6.19728262410134,""rho"":0.15908464735895206},{""lam"":3.312637525114769,""rho"":0.16671560698414664},{""mean"":6.480337367695934,""p"":0.13368381008034888},{""mean"":4.244547264957351,""p"":0.19067422781785762},{""lam"":6.696307946324325},{""p"":0.6492512428478928},{""p"":0.28183867874110063,""r"":8.848194139839428}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.36696008419736836,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.5753254304245737,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.34934274788161435,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.18004662026658713,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.7878092798437185,0.0,0.3343579074574493,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.5560432486678601,0.0,0.2713703646942471,0.0]]",,0->2;1->3;2->4;2->5;2->6;4->6;4->7;6->7,0->2;1->3;2->4;2->5;2->6;4->7;6->3;6->4;6->7;7->1,
common,kbar,1.0,8,3200,8,3200,3,LibraryDP,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,10243494500357397779,20.21272959999624,20.212004799992428,0.0007248000038089,960.0,133864.66602728222,1.0,1.0,1.0,1.0,0.035344607049461,0.035344607049461,5.590352401108145,0.035344607049461,8.0,8.0,8.0,0.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]","Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB",0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,
common,kbar,1.0,8,3200,8,3200,3,LibraryGreedy,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,12012318802850314197,1.1763192000071283,1.172831300049438,0.0034878999576903,110.0,133864.6660272823,1.0,1.0,1.0,1.0,0.035344607049461,0.035344607049461,5.590352401108145,0.035344607049461,8.0,8.0,8.0,0.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]","Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB",0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,
common,kbar,1.0,8,3200,8,3200,3,OracleDP,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,8609637017594384578,7.434022800007369,7.433304400008637,0.0007183999987319,960.0,133864.66602728222,1.0,1.0,1.0,1.0,0.035344607049461,0.035344607049461,5.590352401108145,0.035344607049461,8.0,8.0,8.0,0.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]","Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB",0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,
common,kbar,1.0,8,3200,8,3200,3,PC-RCIT,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,16425747274446085082,2.1375925000029383,,,,,0.0,0.9333333333333332,0.0,,,,,,0.0,8.0,0.0,7.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]",,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,,0--3;0--4;0--6;1--2;2--5;3--4;5--7
common,kbar,1.0,8,3200,8,3200,3,PBSCM,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,14283087827851601540,2.405567899986636,,,,,0.2,0.3636363636363636,0.0,,,,,,1.0,8.0,2.0,1.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]",,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,2->5;5->1,5--7
common,kbar,1.0,8,3200,8,3200,3,PBSCM_PGF,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,16537382905785872872,0.6079141000082018,,,,,0.0,0.0,0.0,,,,,,0.0,8.0,0.0,2.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]",,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,,0--7;1--5
common,kbar,1.0,8,3200,8,3200,3,PoissonDAG-ODS,0.15,0.85,5,1.0,exact_edges,1.0,12,5045849334373184651,18092048678153061764,0.6446679000073345,,,,,0.5263157894736842,0.8421052631578948,0.0,,,,,,5.0,8.0,11.0,0.0,"Geom,NB,Bernoulli,ZIP,NB,Binomial,Poisson,NB","[{""mean"":6.239054478726713,""p"":0.13813958755783412},{""p"":0.620422505222916,""r"":4.262742326627469},{""p"":0.6607454815335988},{""lam"":7.789157854925223,""rho"":0.721526378381147},{""p"":0.23043512440021133,""r"":7.777125484717787},{""n"":17,""p"":0.41502587254077117},{""lam"":7.635460283888428},{""p"":0.292828220862842,""r"":5.297691474044052}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.38790495447008166,0.0,0.0,0.0,0.0,0.0,0.0],[0.804268564111894,0.29824853432142673,0.0,0.0,0.0,0.0,0.0,0.0],[0.5722356464249111,0.0,0.0,0.32591608642508624,0.0,0.0,0.0,0.0],[0.0,0.0,0.8229169956168148,0.0,0.0,0.0,0.0,0.0],[0.7638727799184089,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.28397042024431995,0.0,0.0]]",,0->3;0->4;0->6;1->2;1->3;2->5;3->4;5->7,0->3;0->4;1->3;1->4;2->1;2->7;3->4;5->1;5->2;5->7;6->0,
common,kbar,1.0,8,3200,8,3200,4,LibraryDP,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,15255945549044526355,9.618102499996894,9.617391599997063,0.0007108999998308,960.0,115962.5809896291,1.0,1.0,1.0,1.0,0.0347364707419639,0.0347364707419639,5.707786673844387,0.0347364707419639,8.0,8.0,8.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]","Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP",0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,
common,kbar,1.0,8,3200,8,3200,4,LibraryGreedy,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,15125116625990955697,0.6933534999989206,0.6902608999662334,0.0030926000326871,99.0,116619.56341837547,0.6666666666666666,0.7999999999999999,0.0,0.75,,0.0613192283945701,11.585341329614682,0.3592579323089661,5.0,8.0,7.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]","Binomial,Geom,Geom,NB,Bernoulli,ZIP,Geom,ZIP",0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,0->5;1->7;2->5;3->4;3->6;5->6;6->1,
common,kbar,1.0,8,3200,8,3200,4,OracleDP,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,5054504981094491537,0.9178599000006216,0.917266300006304,0.0005935999943176,960.0,115962.5809896291,1.0,1.0,1.0,1.0,0.0347364707419639,0.0347364707419639,5.707786673844387,0.0347364707419639,8.0,8.0,8.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]","Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP",0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,
common,kbar,1.0,8,3200,8,3200,4,PC-RCIT,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,4750624205267831236,3.621784899994964,,,,,0.4615384615384615,0.7999999999999999,0.0,,,,,,3.0,8.0,5.0,2.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]",,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,0->1;1->6;4->6;5->6;7->1,2--5;3--4
common,kbar,1.0,8,3200,8,3200,4,PBSCM,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,40120359992900399,0.6265836999955354,,,,,0.0,0.2222222222222222,0.0,,,,,,0.0,8.0,1.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]",,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,1->0,
common,kbar,1.0,8,3200,8,3200,4,PBSCM_PGF,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,16758474101374061003,0.561628199997358,,,,,0.0,0.0,0.0,,,,,,0.0,8.0,0.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]",,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,,
common,kbar,1.0,8,3200,8,3200,4,PoissonDAG-ODS,0.15,0.85,5,1.0,exact_edges,1.0,12,11583013393382089649,14911555680811800733,0.3966919000085909,,,,,0.380952380952381,0.6666666666666667,0.0,,,,,,4.0,8.0,13.0,0.0,"Binomial,ZIP,Geom,NB,Bernoulli,ZIP,ZIP,ZIP","[{""n"":9,""p"":0.555077378380577},{""lam"":3.595746101861298,""rho"":0.6539419721378488},{""mean"":7.04672128986896,""p"":0.12427421852662242},{""p"":0.6445537862699554,""r"":3.0449521619553854},{""p"":0.6086486187752104},{""lam"":7.56715234674548,""rho"":0.1738613680389745},{""lam"":2.2326045371734606,""rho"":0.6960254467881524},{""lam"":8.792300382986863,""rho"":0.4108532217203186}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.4054244308246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.6429023741602705,0.0,0.0,0.0,0.0],[0.0,0.6167139993092402,0.18403374539757186,0.0,0.0,0.0,0.0,0.0],[0.0,0.6848538022872139,0.0,0.1958130382331439,0.0,0.7785889032822617,0.0,0.0],[0.0,0.4437490181688296,0.0,0.0,0.0,0.0,0.0,0.0]]",,0->1;1->5;1->6;1->7;2->5;3->4;3->6;5->6,0->1;0->2;0->5;0->6;1->2;1->6;1->7;3->4;3->7;4->2;5->2;6->3;6->5,
