alpha_regime,sweep,anchor_d,anchor_N,kbar_in,d,N,rep,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,realized_avg_indegree,parallel_workers,seed,method_seed,runtime_sec,local_score_runtime_sec,search_runtime_sec,n_local_scores_evaluated,score,directed_f1,skeleton_f1,exact_dag,family_accuracy,alpha_rmse_if_exact,alpha_rmse_on_correct_edges,alpha_mape_on_correct_edges_pct,alpha_rmse_on_true_edges,n_correct_directed_edges,n_true_edges,n_est_directed_edges,n_est_undirected_edges,true_families,true_exogenous_params,true_alpha_matrix,selected_families,true_edges,estimated_directed_edges,estimated_undirected_edges
common,N,8,800,1.5,8,800.0,6,LibraryDP,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,14380949698136076750,4.2762733999989,4.275566399999661,0.0007069999992381,960.0,27708.345393801017,0.8695652173913043,0.9565217391304348,0.0,1.0,,0.0832109072929879,15.285782540421073,0.1209554819770966,10.0,12.0,11.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]","ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli",0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->6;4->7;6->5,
common,N,8,800,1.5,8,800.0,6,LibraryGreedy,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,1272027884628246868,0.4098567000037292,0.4052083999849856,0.0046483000187436,133.0,27708.345393801024,0.8695652173913043,0.9565217391304348,0.0,1.0,,0.0832109072929879,15.285782540421073,0.1209554819770966,10.0,12.0,11.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]","ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli",0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->6;4->7;6->5,
common,N,8,800,1.5,8,800.0,6,OracleDP,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,680094087372851968,0.4405998000002,0.4399555999989388,0.0006442000012611,960.0,27708.345393801017,0.8695652173913043,0.9565217391304348,0.0,1.0,,0.0832109072929879,15.285782540421073,0.1209554819770966,10.0,12.0,11.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]","ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli",0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->6;4->7;6->5,
common,N,8,800,1.5,8,800.0,6,PC-RCIT,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,17776809686272553775,1.6085960999917006,,,,,0.5555555555555556,0.8571428571428571,0.0,,,,,,5.0,12.0,6.0,3.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,0->1;1->6;2->6;3->6;5->1;5->6,0--2;2--5;4--7
common,N,8,800,1.5,8,800.0,6,PBSCM,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,11021625219873852663,1.1963353999890387,,,,,0.1333333333333333,0.4,0.0,,,,,,1.0,12.0,3.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,1->5;5->2;7->4,
common,N,8,800,1.5,8,800.0,6,PBSCM_PGF,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,11491265987362173717,0.1924268000002484,,,,,0.0,0.0,0.0,,,,,,0.0,12.0,0.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,,
common,N,8,800,1.5,8,800.0,6,PoissonDAG-ODS,0.15,0.85,5,1.5,exact_edges,1.5,12,2848171300065154629,8765034755905710889,0.3582868999947095,,,,,0.4827586206896552,0.6896551724137931,0.0,,,,,,7.0,12.0,17.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.0,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;1->2;1->5;1->6;2->5;2->6;3->6;4->5;4->6;4->7;5->6,0->2;0->3;0->6;1->0;1->3;1->6;2->6;3->6;4->2;4->6;4->7;5->0;5->1;5->2;5->6;7->2;7->3,
common,N,8,800,1.5,8,800.0,7,LibraryDP,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,11003155581999014877,5.219020099990303,5.218279299995629,0.0007407999946735,960.0,33857.73327481826,1.0,1.0,1.0,0.75,0.0646740809122502,0.0646740809122502,12.02046802926608,0.0646740809122502,12.0,12.0,12.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]","Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Bernoulli,Geom",0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,
common,N,8,800,1.5,8,800.0,7,LibraryGreedy,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,6562980439056235057,0.4967461000051116,0.4922122999705607,0.0045338000345509,123.0,34006.36616056091,0.6956521739130435,0.9565217391304348,0.0,0.75,,0.098026500537535,14.015601227967004,0.3183381659379076,8.0,12.0,11.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]","Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,NB,Geom",0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,0->3;0->4;0->6;0->7;1->4;2->7;3->1;3->7;5->1;5->7;6->5,
common,N,8,800,1.5,8,800.0,7,OracleDP,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,15132772749180589349,1.5537784999905853,1.553198199995677,0.0005802999949082,960.0,33871.73295393396,1.0,1.0,1.0,1.0,0.0646740809122502,0.0646740809122502,12.02046802926608,0.0646740809122502,12.0,12.0,12.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]","Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP",0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,
common,N,8,800,1.5,8,800.0,7,PC-RCIT,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,3154162680608806317,4.341746200007037,,,,,0.5,0.9090909090909092,0.0,,,,,,4.0,12.0,4.0,6.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]",,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,0->7;2->7;3->7;5->7,0--3;0--4;0--6;1--4;1--5;5--6
common,N,8,800,1.5,8,800.0,7,PBSCM,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,12197118688567657276,2.772051299994928,,,,,0.0,0.5714285714285715,0.0,,,,,,0.0,12.0,5.0,4.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]",,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,3->0;4->0;6->0;7->0;7->5,0--2;2--5;4--5;5--6
common,N,8,800,1.5,8,800.0,7,PBSCM_PGF,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,16230629497786239642,0.2052746999979717,,,,,0.0,0.0,0.0,,,,,,0.0,12.0,0.0,1.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]",,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,,4--7
common,N,8,800,1.5,8,800.0,7,PoissonDAG-ODS,0.15,0.85,5,1.5,exact_edges,1.5,12,11136885590634126487,6649335416986357768,0.342350399994757,,,,,0.6666666666666667,0.8,0.0,,,,,,10.0,12.0,18.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.0,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.0,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.0,0.6820656226827105,0.0,0.0]]",,0->1;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->7;3->7;5->6;5->7,0->1;0->3;0->4;0->6;0->7;1->5;1->7;2->7;3->1;3->2;3->7;4->1;4->3;5->2;5->6;5->7;6->2;6->7,
common,N,8,800,1.5,8,800.0,8,LibraryDP,0.15,0.85,5,1.5,exact_edges,1.5,12,13442067754997682728,2349599069214481311,4.565199900011066,4.564560700004222,0.0006392000068444,960.0,38608.62111938671,0.923076923076923,0.923076923076923,0.0,1.0,,0.0345983757572739,8.750493472085218,0.0345983757572739,12.0,12.0,14.0,0.0,"Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli","[{""mean"":5.226209640618979,""p"":0.1606113603172194},{""p"":0.2696003030568863,""r"":6.0503501889596745},{""p"":0.8497785602286576},{""mean"":9.257404942141552,""p"":0.09749054518571233},{""lam"":9.060083553179007,""rho"":0.2511772781735375},{""lam"":7.741869926239945,""rho"":0.24538484634449917},{""mean"":9.899803328796775,""p"":0.09174477463809337},{""p"":0.4183773066849108}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20870826311586438,0.2689521755519866,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.3554250524269854,0.0,0.0,0.0,0.0,0.0],[0.5940610754814738,0.24948360282609477,0.0,0.0,0.19629370432183174,0.0,0.0,0.0],[0.0,0.43732356167892916,0.0,0.0,0.0,0.7528367188311209,0.0,0.0],[0.3544837769634544,0.0,0.48473143345173475,0.0,0.23431151904397976,0.0,0.31522147398489586,0.0]]","Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli",0->2;0->5;0->7;1->2;1->5;1->6;2->4;2->7;4->5;4->7;5->6;6->7,0->2;0->5;0->7;1->2;1->5;1->6;2->4;2->7;3->2;4->5;4->7;5->6;5->7;6->7,
common,N,8,800,1.5,8,800.0,8,LibraryGreedy,0.15,0.85,5,1.5,exact_edges,1.5,12,13442067754997682728,3823940203091670964,0.3752358000056119,0.3698508000088623,0.0053849999967496,131.0,38608.62111938671,0.923076923076923,0.923076923076923,0.0,1.0,,0.0345983757572739,8.750493472085218,0.0345983757572739,12.0,12.0,14.0,0.0,"Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli","[{""mean"":5.226209640618979,""p"":0.1606113603172194},{""p"":0.2696003030568863,""r"":6.0503501889596745},{""p"":0.8497785602286576},{""mean"":9.257404942141552,""p"":0.09749054518571233},{""lam"":9.060083553179007,""rho"":0.2511772781735375},{""lam"":7.741869926239945,""rho"":0.24538484634449917},{""mean"":9.899803328796775,""p"":0.09174477463809337},{""p"":0.4183773066849108}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20870826311586438,0.2689521755519866,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.3554250524269854,0.0,0.0,0.0,0.0,0.0],[0.5940610754814738,0.24948360282609477,0.0,0.0,0.19629370432183174,0.0,0.0,0.0],[0.0,0.43732356167892916,0.0,0.0,0.0,0.7528367188311209,0.0,0.0],[0.3544837769634544,0.0,0.48473143345173475,0.0,0.23431151904397976,0.0,0.31522147398489586,0.0]]","Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli",0->2;0->5;0->7;1->2;1->5;1->6;2->4;2->7;4->5;4->7;5->6;6->7,0->2;0->5;0->7;1->2;1->5;1->6;2->4;2->7;3->2;4->5;4->7;5->6;5->7;6->7,
