season,game_id,period,team_id,FOUL,FTA,FTM,SHOT_FOUL_DRAWN,PERS_FOUL_DRAWN,MISS_FT,LOOSE_BALL_FOUL_DRAWN
2017-18,21700001,1,1610612738,3,1,1,1,2,0,0
2017-18,21700001,1,1610612739,5,6,6,4,1,0,0
2017-18,21700001,2,1610612738,5,3,3,0,4,0,1
2017-18,21700001,2,1610612739,7,8,6,2,3,2,2
2017-18,21700001,3,1610612738,8,11,5,6,2,6,0
2017-18,21700001,3,1610612739,5,5,3,1,3,2,1
2017-18,21700001,4,1610612738,6,10,10,3,2,0,0
2017-18,21700001,4,1610612739,5,6,6,2,3,0,0
2017-18,21700002,1,1610612744,5,6,6,2,3,0,0
2017-18,21700002,1,1610612745,7,7,6,3,3,1,1
2017-18,21700002,2,1610612744,6,9,8,3,2,1,0
2017-18,21700002,2,1610612745,5,4,2,1,3,2,1
2017-18,21700002,3,1610612744,3,4,4,2,1,0,0
2017-18,21700002,3,1610612745,6,4,2,3,3,2,0
2017-18,21700002,4,1610612744,2,2,1,1,0,1,1
2017-18,21700002,4,1610612745,5,4,3,3,2,1,0
2017-18,21700003,1,1610612765,3,2,1,2,1,1,0
2017-18,21700003,1,1610612766,7,12,11,5,2,1,0
2017-18,21700003,2,1610612765,5,5,5,4,0,0,0
2017-18,21700003,2,1610612766,4,5,2,2,2,3,0
2017-18,21700003,3,1610612765,3,3,3,2,1,0,0
2017-18,21700003,3,1610612766,4,4,3,2,2,1,0
2017-18,21700003,4,1610612765,5,2,2,0,5,0,0
2017-18,21700003,4,1610612766,6,8,7,3,3,1,0
2017-18,21700004,1,1610612751,4,5,5,3,1,0,0
2017-18,21700004,1,1610612754,3,6,5,3,0,1,0
2017-18,21700004,2,1610612751,3,2,2,1,1,0,1
2017-18,21700004,2,1610612754,6,9,7,4,2,2,0
2017-18,21700004,3,1610612751,10,17,15,6,4,2,0
2017-18,21700004,3,1610612754,4,5,4,3,0,1,1
2017-18,21700004,4,1610612751,6,8,7,3,3,1,0
2017-18,21700004,4,1610612754,9,12,9,5,3,3,1
2017-18,21700005,1,1610612748,5,10,6,4,1,4,0
2017-18,21700005,1,1610612753,5,8,7,4,1,1,0
2017-18,21700005,2,1610612748,2,1,1,1,1,0,0
2017-18,21700005,2,1610612753,4,6,4,3,1,2,0
2017-18,21700005,3,1610612748,5,3,3,2,3,0,0
2017-18,21700005,3,1610612753,6,10,7,3,3,3,0
2017-18,21700005,4,1610612748,3,3,3,2,1,0,0
2017-18,21700005,4,1610612753,4,5,4,2,2,1,0
2017-18,21700006,1,1610612755,6,7,5,4,2,2,0
