season,game_id,period,team_id,FOUL,FTA,FTM,PERS_FOUL_DRAWN,LOOSE_BALL_FOUL_DRAWN
2022-23,22200016,3,1610612747,5,9,7,1,0
2022-23,22200016,4,1610612746,5,6,4,1,2
2022-23,22200016,4,1610612747,5,7,6,2,0
2022-23,22200017,1,1610612740,5,9,7,0,0
2022-23,22200017,1,1610612766,3,0,0,2,1
2022-23,22200017,2,1610612740,1,1,1,0,0
2022-23,22200017,2,1610612766,3,3,3,1,0
2022-23,22200017,3,1610612740,8,12,10,4,0
2022-23,22200017,3,1610612766,2,3,3,1,0
2022-23,22200017,4,1610612740,10,15,14,4,0
2022-23,22200017,4,1610612766,5,8,5,1,0
2022-23,22200018,1,1610612754,5,5,5,2,0
2022-23,22200018,1,1610612759,2,3,2,0,0
2022-23,22200018,2,1610612754,4,6,5,0,1
2022-23,22200018,2,1610612759,4,0,0,4,0
2022-23,22200018,3,1610612754,5,4,4,1,2
2022-23,22200018,3,1610612759,8,12,7,3,2
2022-23,22200018,4,1610612754,6,7,7,0,2
2022-23,22200018,4,1610612759,17,29,23,13,0
2022-23,22200019,1,1610612741,3,6,6,0,0
2022-23,22200019,1,1610612764,3,2,1,1,1
2022-23,22200019,2,1610612741,3,2,0,2,0
2022-23,22200019,2,1610612764,4,4,4,2,0
2022-23,22200019,3,1610612741,6,10,8,2,0
2022-23,22200019,3,1610612764,4,0,0,3,1
2022-23,22200019,4,1610612741,7,15,13,1,0
2022-23,22200019,4,1610612764,3,5,5,0,1
2022-23,22200020,1,1610612737,4,5,4,1,0
2022-23,22200020,1,1610612753,5,6,6,1,0
2022-23,22200020,2,1610612737,3,4,4,1,0
2022-23,22200020,2,1610612753,4,4,3,1,0
2022-23,22200020,3,1610612737,5,7,7,2,0
2022-23,22200020,3,1610612753,8,14,9,1,1
2022-23,22200020,4,1610612737,2,0,0,2,0
2022-23,22200020,4,1610612753,5,6,6,2,0
2022-23,22200021,1,1610612751,4,6,6,1,0
2022-23,22200021,1,1610612761,6,5,3,3,0
2022-23,22200021,2,1610612751,7,10,5,2,1
2022-23,22200021,2,1610612761,5,6,6,2,0
2022-23,22200021,3,1610612751,3,6,3,0,0
2022-23,22200021,3,1610612761,5,5,2,2,0
2022-23,22200021,4,1610612751,5,7,6,2,0
2022-23,22200021,4,1610612761,2,2,1,1,0
2022-23,22200022,1,1610612738,6,6,6,4,1
2022-23,22200022,1,1610612748,3,0,0,3,0
2022-23,22200022,2,1610612738,2,2,2,1,0
2022-23,22200022,2,1610612748,4,4,3,3,0
2022-23,22200022,3,1610612738,4,5,5,1,1
2022-23,22200022,3,1610612748,8,9,8,5,1
2022-23,22200022,4,1610612738,3,2,2,2,0
2022-23,22200022,4,1610612748,3,2,1,2,0
2022-23,22200023,1,1610612752,3,2,1,2,0
2022-23,22200023,1,1610612765,5,4,0,2,1
2022-23,22200023,2,1610612752,3,6,6,0,0
2022-23,22200023,2,1610612765,7,11,4,2,1
2022-23,22200023,3,1610612752,9,12,7,2,0
2022-23,22200023,3,1610612765,7,8,8,4,0
2022-23,22200023,4,1610612752,2,2,0,1,0
2022-23,22200023,4,1610612765,7,9,7,5,0
2022-23,22200024,1,1610612745,2,3,2,0,0
2022-23,22200024,1,1610612763,2,4,2,0,0
2022-23,22200024,2,1610612745,8,15,11,0,0
2022-23,22200024,2,1610612763,9,12,9,1,2
2022-23,22200024,3,1610612745,3,3,2,1,0
2022-23,22200024,3,1610612763,1,0,0,0,1
2022-23,22200024,4,1610612745,7,9,3,3,2
2022-23,22200024,4,1610612763,8,13,9,2,1
2022-23,22200025,1,1610612750,5,9,8,1,0
2022-23,22200025,1,1610612762,5,4,1,2,0
2022-23,22200025,2,1610612750,2,2,2,0,1
2022-23,22200025,2,1610612762,2,3,3,0,0
2022-23,22200025,3,1610612750,4,4,2,1,0
2022-23,22200025,3,1610612762,7,10,7,2,1
2022-23,22200025,4,1610612750,8,6,5,4,1
2022-23,22200025,4,1610612762,3,4,3,1,0
2022-23,22200026,1,1610612743,3,2,1,2,0
2022-23,22200026,1,1610612744,4,6,5,1,0
2022-23,22200026,2,1610612743,7,12,11,2,0
2022-23,22200026,2,1610612744,3,4,4,1,0
2022-23,22200026,3,1610612743,5,6,5,2,0
2022-23,22200026,3,1610612744,5,9,8,2,0
2022-23,22200026,4,1610612743,5,5,4,4,0
2022-23,22200026,4,1610612744,7,8,7,3,1
2022-23,22200027,1,1610612756,2,4,4,0,0
2022-23,22200027,1,1610612757,6,7,6,2,0
2022-23,22200027,2,1610612756,4,3,3,1,1
2022-23,22200027,2,1610612757,6,9,8,2,0
2022-23,22200027,3,1610612756,4,7,5,1,0
2022-23,22200027,3,1610612757,3,2,2,1,1
2022-23,22200027,4,1610612756,3,4,2,1,0
2022-23,22200027,4,1610612757,9,14,12,3,0
2022-23,22200028,1,1610612755,2,2,2,1,0
2022-23,22200028,1,1610612759,3,4,2,1,0
2022-23,22200028,2,1610612755,8,15,11,0,0
2022-23,22200028,2,1610612759,3,2,2,1,0
2022-23,22200028,3,1610612755,3,2,1,2,0
2022-23,22200028,3,1610612759,2,3,3,0,0
2022-23,22200028,4,1610612755,5,9,7,0,0
2022-23,22200028,4,1610612759,5,6,5,3,0
2022-23,22200029,1,1610612754,7,9,9,2,0
2022-23,22200029,1,1610612765,5,8,7,1,0
2022-23,22200029,2,1610612754,3,2,0,1,1
2022-23,22200029,2,1610612765,5,6,4,2,0
2022-23,22200029,3,1610612754,4,3,3,1,0
2022-23,22200029,3,1610612765,4,6,5,1,0
2022-23,22200029,4,1610612754,6,10,6,2,0
2022-23,22200029,4,1610612765,6,10,7,1,0
2022-23,22200030,1,1610612738,3,3,2,0,1
2022-23,22200030,1,1610612753,2,0,0,0,2
2022-23,22200030,2,1610612738,6,8,6,2,0
2022-23,22200030,2,1610612753,6,9,7,3,0
2022-23,22200030,3,1610612738,5,8,7,1,0
2022-23,22200030,3,1610612753,6,8,5,3,1
2022-23,22200030,4,1610612738,7,9,8,5,0
2022-23,22200030,4,1610612753,5,6,3,2,0
2022-23,22200031,1,1610612748,5,8,8,2,0
2022-23,22200031,1,1610612761,7,12,9,1,0
2022-23,22200031,2,1610612748,8,9,8,3,1
2022-23,22200031,2,1610612761,4,1,0,2,1
2022-23,22200031,3,1610612748,4,6,6,1,0
2022-23,22200031,3,1610612761,8,9,7,3,1
2022-23,22200031,4,1610612748,5,4,3,4,0
2022-23,22200031,4,1610612761,6,6,5,4,0
2022-23,22200032,1,1610612739,3,3,3,1,0
2022-23,22200032,1,1610612741,2,3,2,0,0
2022-23,22200032,2,1610612739,3,3,3,2,0
2022-23,22200032,2,1610612741,7,10,9,4,0
2022-23,22200032,3,1610612739,5,5,4,2,0
2022-23,22200032,3,1610612741,3,5,4,1,0
2022-23,22200032,4,1610612739,5,7,6,3,0
2022-23,22200032,4,1610612741,5,7,6,1,0
2022-23,22200033,1,1610612745,4,4,4,2,0
2022-23,22200033,1,1610612749,6,7,4,2,0
2022-23,22200033,2,1610612745,5,6,5,1,1
2022-23,22200033,2,1610612749,6,6,3,3,0
2022-23,22200033,3,1610612745,5,8,5,2,0
2022-23,22200033,3,1610612749,5,2,2,3,0
2022-23,22200033,4,1610612745,5,4,3,2,0
2022-23,22200033,4,1610612749,3,6,4,0,0
2022-23,22200034,1,1610612742,7,8,7,2,0
2022-23,22200034,1,1610612763,2,3,1,0,0
2022-23,22200034,2,1610612742,3,2,2,1,1
2022-23,22200034,2,1610612763,7,8,7,5,1
2022-23,22200034,3,1610612742,5,7,5,1,1
2022-23,22200034,3,1610612763,6,9,9,2,0
2022-23,22200034,4,1610612742,12,19,16,5,3
2022-23,22200034,4,1610612763,5,4,2,2,0
2022-23,22200035,1,1610612743,3,1,1,2,0
2022-23,22200035,1,1610612760,2,2,2,1,0
2022-23,22200035,2,1610612743,5,6,3,2,0
2022-23,22200035,2,1610612760,7,9,7,3,1
2022-23,22200035,3,1610612743,7,10,5,3,1
2022-23,22200035,3,1610612760,4,7,6,1,0
2022-23,22200035,4,1610612743,11,14,9,8,1
2022-23,22200035,4,1610612760,6,5,3,3,0
2022-23,22200036,1,1610612746,2,2,1,1,0
2022-23,22200036,1,1610612758,3,4,3,1,0
2022-23,22200036,2,1610612746,7,8,8,4,0
2022-23,22200036,2,1610612758,5,7,3,2,0
2022-23,22200036,3,1610612746,6,7,6,2,2
2022-23,22200036,3,1610612758,6,11,6,1,0
2022-23,22200036,4,1610612746,5,5,5,4,0
2022-23,22200036,4,1610612758,4,4,3,1,1
2022-23,22200037,1,1610612747,4,6,5,0,0
2022-23,22200037,1,1610612757,7,11,10,3,0
2022-23,22200037,2,1610612747,7,10,8,3,0
2022-23,22200037,2,1610612757,4,6,5,1,0
2022-23,22200037,3,1610612747,1,2,2,0,0
2022-23,22200037,3,1610612757,6,8,5,2,2
2022-23,22200037,4,1610612747,4,2,1,1,1
2022-23,22200037,4,1610612757,5,2,2,5,0
2022-23,22200038,1,1610612737,5,6,5,1,0
2022-23,22200038,1,1610612766,6,9,5,1,1
2022-23,22200038,2,1610612737,10,14,12,6,0
2022-23,22200038,2,1610612766,2,2,1,1,0
2022-23,22200038,3,1610612737,5,6,6,1,0
2022-23,22200038,3,1610612766,7,12,10,0,0
2022-23,22200038,4,1610612737,1,2,0,0,0
2022-23,22200038,4,1610612766,5,7,5,2,0
2022-23,22200039,1,1610612739,4,4,4,2,0
2022-23,22200039,1,1610612764,3,1,1,2,1
2022-23,22200039,2,1610612739,3,7,5,0,0
2022-23,22200039,2,1610612764,3,3,2,1,0
2022-23,22200039,3,1610612739,5,4,3,3,0
2022-23,22200039,3,1610612764,3,2,1,2,0
2022-23,22200039,4,1610612739,4,6,6,1,1
2022-23,22200039,4,1610612764,5,4,4,3,0
2022-23,22200040,1,1610612740,2,2,1,1,0
2022-23,22200040,1,1610612762,2,3,3,0,0
2022-23,22200040,2,1610612740,5,6,5,3,0
2022-23,22200040,2,1610612762,10,14,12,5,1
2022-23,22200040,3,1610612740,7,9,8,2,0
2022-23,22200040,3,1610612762,3,5,3,1,0
2022-23,22200040,4,1610612740,5,5,3,1,1
2022-23,22200040,4,1610612762,1,0,0,1,0
2022-23,22200041,1,1610612750,1,0,0,1,0
2022-23,22200041,1,1610612760,4,5,1,2,0
2022-23,22200041,2,1610612750,7,12,9,2,0
2022-23,22200041,2,1610612760,3,4,4,0,1
2022-23,22200041,3,1610612750,5,6,3,1,0
2022-23,22200041,3,1610612760,2,4,4,0,0
2022-23,22200041,4,1610612750,2,4,2,0,0
2022-23,22200041,4,1610612760,5,8,6,1,0
2022-23,22200042,1,1610612744,8,11,10,3,1
2022-23,22200042,1,1610612758,5,4,3,3,0
2022-23,22200042,2,1610612744,7,9,7,3,1
2022-23,22200042,2,1610612758,7,12,10,2,0
2022-23,22200042,3,1610612744,4,4,1,3,0
2022-23,22200042,3,1610612758,5,4,3,3,0
2022-23,22200042,4,1610612744,7,12,8,2,2
2022-23,22200042,4,1610612758,3,5,4,1,0
2022-23,22200043,1,1610612746,4,6,3,1,0
2022-23,22200043,1,1610612756,1,2,1,0,0
2022-23,22200043,2,1610612746,6,8,7,2,1
2022-23,22200043,2,1610612756,4,3,3,1,1
2022-23,22200043,3,1610612746,2,4,4,0,0
2022-23,22200043,3,1610612756,4,3,3,2,0
2022-23,22200043,4,1610612746,5,2,0,5,0
2022-23,22200043,4,1610612756,3,4,4,2,0
2022-23,22200044,1,1610612754,6,10,7,0,2
2022-23,22200044,1,1610612755,5,10,9,1,0
2022-23,22200044,2,1610612754,4,3,3,1,1
2022-23,22200044,2,1610612755,6,4,4,3,0
2022-23,22200044,3,1610612754,4,6,4,2,0
2022-23,22200044,3,1610612755,6,10,10,2,0
2022-23,22200044,4,1610612754,4,4,4,0,1
2022-23,22200044,4,1610612755,4,4,2,2,0
2022-23,22200045,1,1610612748,5,6,3,2,0
2022-23,22200045,1,1610612761,3,5,4,1,0
2022-23,22200045,2,1610612748,5,6,6,2,0
2022-23,22200045,2,1610612761,4,6,4,1,0
2022-23,22200045,3,1610612748,8,15,15,2,1
2022-23,22200045,3,1610612761,4,6,6,1,0
2022-23,22200045,4,1610612748,0,0,0,0,0
2022-23,22200045,4,1610612761,4,3,2,2,0
2022-23,22200046,1,1610612752,9,16,12,2,1
2022-23,22200046,1,1610612753,7,10,9,2,2
2022-23,22200046,2,1610612752,4,3,2,2,0
2022-23,22200046,2,1610612753,5,5,4,3,0
2022-23,22200046,3,1610612752,2,1,1,1,0
2022-23,22200046,3,1610612753,4,6,4,1,0
2022-23,22200046,4,1610612752,5,5,3,2,0
2022-23,22200046,4,1610612753,5,6,6,2,1
2022-23,22200047,1,1610612738,3,3,3,2,0
2022-23,22200047,1,1610612741,4,6,5,1,0
2022-23,22200047,2,1610612738,3,0,0,3,0
2022-23,22200047,2,1610612741,8,13,11,2,0
2022-23,22200047,3,1610612738,5,6,5,2,0
2022-23,22200047,3,1610612741,4,5,5,2,1
2022-23,22200047,4,1610612738,5,3,2,3,0
2022-23,22200047,4,1610612741,3,5,5,1,0
2022-23,22200048,1,1610612745,5,4,3,3,0
2022-23,22200048,1,1610612762,5,5,2,1,1
2022-23,22200048,2,1610612745,5,8,6,1,0
2022-23,22200048,2,1610612762,4,3,3,2,0
2022-23,22200048,3,1610612745,5,8,6,1,0
2022-23,22200048,3,1610612762,4,5,3,1,0
2022-23,22200048,4,1610612745,7,12,12,3,0
2022-23,22200048,4,1610612762,4,3,1,2,0
2022-23,22200049,1,1610612751,7,10,7,2,1
2022-23,22200049,1,1610612763,5,7,5,3,0
2022-23,22200049,2,1610612751,6,5,4,2,0
2022-23,22200049,2,1610612763,9,11,7,3,1
2022-23,22200049,3,1610612751,3,3,3,1,1
2022-23,22200049,3,1610612763,9,13,12,1,3
2022-23,22200049,4,1610612751,5,8,7,2,0
2022-23,22200049,4,1610612763,3,0,0,3,0
2022-23,22200050,1,1610612750,4,3,3,3,0
2022-23,22200050,1,1610612759,7,5,2,3,1
2022-23,22200050,2,1610612750,6,7,6,2,0
2022-23,22200050,2,1610612759,3,4,2,0,0
2022-23,22200050,3,1610612750,3,4,4,0,1
2022-23,22200050,3,1610612759,2,2,1,0,0
2022-23,22200050,4,1610612750,7,10,9,3,0
2022-23,22200050,4,1610612759,3,2,2,1,2
2022-23,22200051,1,1610612743,2,2,1,1,0
2022-23,22200051,1,1610612757,3,6,3,0,0
2022-23,22200051,2,1610612743,7,7,3,3,1
2022-23,22200051,2,1610612757,5,5,5,2,0
2022-23,22200051,3,1610612743,3,2,1,3,0
2022-23,22200051,3,1610612757,8,11,10,3,0
2022-23,22200051,4,1610612743,3,3,3,1,0
2022-23,22200051,4,1610612757,9,9,5,3,2
2022-23,22200052,1,1610612764,4,6,6,1,0
2022-23,22200052,1,1610612765,3,4,3,1,0
2022-23,22200052,2,1610612764,6,4,3,6,0
2022-23,22200052,2,1610612765,2,1,0,1,0
2022-23,22200052,3,1610612764,5,3,3,2,1
2022-23,22200052,3,1610612765,6,10,8,0,1
2022-23,22200052,4,1610612764,10,13,10,4,1
2022-23,22200052,4,1610612765,8,10,8,3,1
2022-23,22200053,1,1610612740,4,4,3,1,0
2022-23,22200053,1,1610612742,2,1,1,1,0
2022-23,22200053,2,1610612740,2,1,1,1,0
2022-23,22200053,2,1610612742,7,11,8,3,0
2022-23,22200053,3,1610612740,2,5,3,0,0
2022-23,22200053,3,1610612742,6,10,6,1,1
2022-23,22200053,4,1610612740,6,8,6,3,0
2022-23,22200053,4,1610612742,4,2,2,3,0
2022-23,22200054,1,1610612746,0,0,0,0,0
2022-23,22200054,1,1610612760,2,1,1,1,0
2022-23,22200054,2,1610612746,6,6,3,5,0
2022-23,22200054,2,1610612760,3,6,4,0,0
2022-23,22200054,3,1610612746,6,12,11,1,0
2022-23,22200054,3,1610612760,7,13,10,0,0
2022-23,22200054,4,1610612746,1,0,0,1,0
2022-23,22200054,4,1610612760,3,5,5,1,0
2022-23,22200055,1,1610612744,3,3,2,1,0
2022-23,22200055,1,1610612756,6,12,10,0,0
2022-23,22200055,2,1610612744,3,4,3,1,0
2022-23,22200055,2,1610612756,5,4,3,4,0
2022-23,22200055,3,1610612744,6,6,4,5,0
2022-23,22200055,3,1610612756,8,12,11,2,1
2022-23,22200055,4,1610612744,5,4,4,4,0
2022-23,22200055,4,1610612756,7,6,4,3,2
2022-23,22200056,1,1610612739,6,9,5,2,0
2022-23,22200056,1,1610612753,6,6,3,5,0
2022-23,22200056,2,1610612739,3,2,1,0,2
2022-23,22200056,2,1610612753,5,3,3,4,0
2022-23,22200056,3,1610612739,4,0,0,2,1
2022-23,22200056,3,1610612753,5,7,6,2,0
2022-23,22200056,4,1610612739,11,19,15,6,0
2022-23,22200056,4,1610612753,4,5,4,1,0
2022-23,22200057,1,1610612737,6,8,8,3,0
2022-23,22200057,1,1610612765,2,3,1,0,0
2022-23,22200057,2,1610612737,3,2,2,2,0
2022-23,22200057,2,1610612765,6,7,6,2,2
2022-23,22200057,3,1610612737,3,4,3,1,0
2022-23,22200057,3,1610612765,5,8,7,1,0
2022-23,22200057,4,1610612737,9,11,7,6,0
2022-23,22200057,4,1610612765,5,4,1,1,1
2022-23,22200058,1,1610612752,5,4,4,3,0
2022-23,22200058,1,1610612766,4,2,2,2,0
2022-23,22200058,2,1610612752,5,7,5,2,0
2022-23,22200058,2,1610612766,6,11,7,1,0
2022-23,22200058,3,1610612752,5,4,3,4,0
2022-23,22200058,3,1610612766,5,4,3,3,0
2022-23,22200058,4,1610612752,4,4,4,2,0
2022-23,22200058,4,1610612766,4,7,5,0,0
2022-23,22200059,1,1610612755,6,6,3,2,0
2022-23,22200059,1,1610612761,2,3,2,0,0
2022-23,22200059,2,1610612755,7,7,6,4,1
2022-23,22200059,2,1610612761,3,2,2,2,0
2022-23,22200059,3,1610612755,3,3,2,1,0
2022-23,22200059,3,1610612761,4,4,2,2,0
2022-23,22200059,4,1610612755,3,3,2,1,0
2022-23,22200059,4,1610612761,3,5,5,0,0
2022-23,22200060,1,1610612749,4,5,4,2,0
2022-23,22200060,1,1610612751,4,3,3,2,0
2022-23,22200060,2,1610612749,4,2,1,2,1
2022-23,22200060,2,1610612751,3,7,6,0,0
2022-23,22200060,3,1610612749,7,15,12,3,1
2022-23,22200060,3,1610612751,7,10,6,4,0
2022-23,22200060,4,1610612749,6,7,5,2,1
2022-23,22200060,4,1610612751,6,10,9,2,1
2022-23,22200061,1,1610612741,2,5,5,0,0
2022-23,22200061,1,1610612754,4,6,6,1,0
2022-23,22200061,2,1610612741,6,11,10,2,0
2022-23,22200061,2,1610612754,5,3,3,4,0
2022-23,22200061,3,1610612741,5,7,6,1,0
2022-23,22200061,3,1610612754,5,6,5,1,1
2022-23,22200061,4,1610612741,2,1,1,1,0
2022-23,22200061,4,1610612754,6,9,5,1,1
2022-23,22200062,1,1610612750,7,8,3,5,1
2022-23,22200062,1,1610612759,3,4,4,1,0
2022-23,22200062,2,1610612750,3,2,2,2,0
2022-23,22200062,2,1610612759,2,3,3,0,0
2022-23,22200062,3,1610612750,2,2,2,1,0
2022-23,22200062,3,1610612759,6,10,10,1,0
2022-23,22200062,4,1610612750,5,4,3,4,0
2022-23,22200062,4,1610612759,4,5,3,1,0
2022-23,22200063,1,1610612745,4,3,2,2,0
2022-23,22200063,1,1610612762,3,2,1,1,1
2022-23,22200063,2,1610612745,4,1,0,3,0
2022-23,22200063,2,1610612762,7,9,5,2,1
2022-23,22200063,3,1610612745,7,9,7,1,2
2022-23,22200063,3,1610612762,8,9,7,4,1
2022-23,22200063,4,1610612745,8,11,9,3,0
2022-23,22200063,4,1610612762,9,10,7,8,0
2022-23,22200064,1,1610612743,0,0,0,0,0
2022-23,22200064,1,1610612747,2,1,0,1,0
2022-23,22200064,2,1610612743,8,11,9,1,2
2022-23,22200064,2,1610612747,5,4,2,0,2
2022-23,22200064,3,1610612743,2,3,2,0,0
2022-23,22200064,3,1610612747,4,6,5,1,0
2022-23,22200064,4,1610612743,6,7,6,2,0
2022-23,22200064,4,1610612747,6,5,4,2,1
2022-23,22200065,1,1610612748,6,10,8,0,1
2022-23,22200065,1,1610612757,7,9,7,0,1
2022-23,22200065,2,1610612748,2,3,2,0,0
2022-23,22200065,2,1610612757,7,10,6,2,1
2022-23,22200065,3,1610612748,2,0,0,2,0
2022-23,22200065,3,1610612757,3,5,5,1,0
2022-23,22200065,4,1610612748,5,6,6,3,0
2022-23,22200065,4,1610612757,2,2,0,1,0
2022-23,22200066,1,1610612742,6,11,9,1,0
2022-23,22200066,1,1610612751,5,7,5,1,0
2022-23,22200066,2,1610612742,5,8,4,2,0
2022-23,22200066,2,1610612751,6,9,8,3,0
2022-23,22200066,3,1610612742,5,8,8,1,0
2022-23,22200066,3,1610612751,3,4,4,0,0
2022-23,22200066,4,1610612742,5,4,4,3,1
2022-23,22200066,4,1610612751,4,4,4,1,1
2022-23,22200067,1,1610612746,6,7,5,2,0
2022-23,22200067,1,1610612760,2,0,0,2,0
2022-23,22200067,2,1610612746,5,6,5,3,0
2022-23,22200067,2,1610612760,3,0,0,3,0
2022-23,22200067,3,1610612746,4,2,1,3,0
