season,game_id,period,team_id,FOUL,FTA,FTM,PERS_FOUL_DRAWN,LOOSE_BALL_FOUL_DRAWN
2023-24,22300001,1,1610612739,3,3,2,1,0
2023-24,22300001,1,1610612754,5,5,3,2,0
2023-24,22300001,2,1610612739,3,4,3,1,0
2023-24,22300001,2,1610612754,5,9,6,3,0
2023-24,22300001,3,1610612739,5,7,6,2,0
2023-24,22300001,3,1610612754,2,2,0,1,0
2023-24,22300001,4,1610612739,5,11,9,0,0
2023-24,22300001,4,1610612754,6,8,7,4,0
2023-24,22300002,1,1610612749,4,2,1,3,1
2023-24,22300002,1,1610612752,0,2,1,0,0
2023-24,22300002,2,1610612749,6,8,7,1,1
2023-24,22300002,2,1610612752,6,10,6,1,0
2023-24,22300002,3,1610612749,2,1,0,1,0
2023-24,22300002,3,1610612752,6,7,7,2,0
2023-24,22300002,4,1610612749,10,17,12,3,2
2023-24,22300002,4,1610612752,4,6,5,1,0
2023-24,22300003,1,1610612748,4,6,6,1,0
2023-24,22300003,1,1610612764,1,2,1,0,0
2023-24,22300003,2,1610612748,2,0,0,2,0
2023-24,22300003,2,1610612764,3,5,2,0,0
2023-24,22300003,3,1610612748,5,7,5,1,0
2023-24,22300003,3,1610612764,4,3,0,2,0
2023-24,22300003,4,1610612748,4,1,1,3,0
2023-24,22300003,4,1610612764,5,7,6,1,1
2023-24,22300004,1,1610612741,1,2,1,0,0
2023-24,22300004,1,1610612751,2,3,2,0,0
2023-24,22300004,2,1610612741,2,4,2,0,0
2023-24,22300004,2,1610612751,3,0,0,3,0
2023-24,22300004,3,1610612741,2,2,2,0,1
2023-24,22300004,3,1610612751,2,0,0,1,1
2023-24,22300004,4,1610612741,5,6,5,3,0
2023-24,22300004,4,1610612751,3,2,1,3,0
2023-24,22300005,1,1610612744,3,5,5,0,1
2023-24,22300005,1,1610612760,3,5,3,1,0
2023-24,22300005,2,1610612744,1,2,1,0,0
2023-24,22300005,2,1610612760,5,8,8,1,0
2023-24,22300005,3,1610612744,7,14,12,2,1
2023-24,22300005,3,1610612760,6,6,4,2,2
2023-24,22300005,4,1610612744,6,9,7,0,2
2023-24,22300005,4,1610612760,8,11,9,2,1
2023-24,22300006,1,1610612742,1,2,2,0,0
2023-24,22300006,1,1610612743,6,7,6,2,0
2023-24,22300006,2,1610612742,7,8,7,1,0
2023-24,22300006,2,1610612743,4,4,3,2,0
2023-24,22300006,3,1610612742,3,5,4,1,0
2023-24,22300006,3,1610612743,3,4,2,1,0
2023-24,22300006,4,1610612742,3,2,2,2,0
2023-24,22300006,4,1610612743,6,4,3,3,1
2023-24,22300007,1,1610612757,5,9,7,2,0
2023-24,22300007,1,1610612763,3,4,3,1,0
2023-24,22300007,2,1610612757,4,4,4,1,0
2023-24,22300007,2,1610612763,3,4,2,0,1
2023-24,22300007,3,1610612757,4,6,5,0,0
2023-24,22300007,3,1610612763,4,2,1,2,0
2023-24,22300007,4,1610612757,7,13,9,1,0
2023-24,22300007,4,1610612763,2,1,1,2,0
2023-24,22300008,1,1610612755,7,9,8,2,0
2023-24,22300008,1,1610612765,2,2,2,1,0
