season,game_id,period,team_id,FOUL,FTA,FTM,SHOT_FOUL_DRAWN,PERS_FOUL_DRAWN,MISS_FT,LOOSE_BALL_FOUL_DRAWN
2015-16,21500011,3,1610612739,4,1,1,1,3,0,0
2015-16,21500011,3,1610612763,5,4,2,2,3,2,0
2015-16,21500011,4,1610612739,7,12,7,3,4,5,0
2015-16,21500011,4,1610612763,7,10,7,5,2,3,0
2015-16,21500012,1,1610612749,6,3,3,1,5,0,0
2015-16,21500012,1,1610612752,6,8,7,4,1,1,1
2015-16,21500012,2,1610612749,6,6,5,2,4,1,0
2015-16,21500012,2,1610612752,8,12,11,5,3,1,0
2015-16,21500012,3,1610612749,7,10,9,5,1,1,1
2015-16,21500012,3,1610612752,3,5,3,2,1,2,0
2015-16,21500012,4,1610612749,8,12,11,5,3,1,0
2015-16,21500012,4,1610612752,9,10,8,6,2,2,1
2015-16,21500013,1,1610612759,3,3,2,2,1,1,0
2015-16,21500013,1,1610612760,3,1,1,1,2,0,0
2015-16,21500013,2,1610612759,4,4,4,2,1,0,1
2015-16,21500013,2,1610612760,2,2,2,1,0,0,1
2015-16,21500013,3,1610612759,4,1,1,1,3,0,0
2015-16,21500013,3,1610612760,5,8,7,3,2,1,0
2015-16,21500013,4,1610612759,4,5,4,2,1,1,1
2015-16,21500013,4,1610612760,7,11,11,3,3,0,1
2015-16,21500014,1,1610612742,9,12,8,4,5,4,0
2015-16,21500014,1,1610612756,5,4,2,2,2,2,1
2015-16,21500014,2,1610612742,6,8,7,3,3,1,0
2015-16,21500014,2,1610612756,5,9,8,4,1,1,0
2015-16,21500014,3,1610612742,4,5,3,2,2,2,0
2015-16,21500014,3,1610612756,6,11,6,5,0,5,1
2015-16,21500014,4,1610612742,5,6,3,2,3,3,0
2015-16,21500014,4,1610612756,7,9,5,6,1,4,0
2015-16,21500015,1,1610612740,6,4,3,3,3,1,0
2015-16,21500015,1,1610612757,7,10,9,6,0,1,1
2015-16,21500015,2,1610612740,8,11,5,3,4,6,1
2015-16,21500015,2,1610612757,4,0,0,0,4,0,0
2015-16,21500015,3,1610612740,4,2,2,1,2,0,1
2015-16,21500015,3,1610612757,2,2,1,0,2,1,0
2015-16,21500015,4,1610612740,2,1,1,1,0,0,1
2015-16,21500015,4,1610612757,3,2,2,1,2,0,0
2015-16,21500016,1,1610612746,5,5,2,3,2,3,0
2015-16,21500016,1,1610612758,4,3,1,2,2,2,0
2015-16,21500016,2,1610612746,7,10,7,5,2,3,0
2015-16,21500016,2,1610612758,6,9,6,4,2,3,0
2015-16,21500016,3,1610612746,4,6,4,3,1,2,0
2015-16,21500016,3,1610612758,4,4,2,2,2,2,0
2015-16,21500016,4,1610612746,7,10,8,2,5,2,0
2015-16,21500016,4,1610612758,4,2,2,1,1,0,2
2015-16,21500017,1,1610612747,5,6,5,3,1,1,1
2015-16,21500017,1,1610612750,2,2,2,1,1,0,0
2015-16,21500017,2,1610612747,5,8,8,2,3,0,0
2015-16,21500017,2,1610612750,6,9,7,2,2,2,2
2015-16,21500017,3,1610612747,10,14,14,4,4,0,2
2015-16,21500017,3,1610612750,11,17,15,9,1,2,1
2015-16,21500017,4,1610612747,6,7,5,3,1,2,2
2015-16,21500017,4,1610612750,5,9,7,3,2,2,0
2015-16,21500018,1,1610612754,5,4,3,2,3,1,0
2015-16,21500018,1,1610612763,6,8,6,2,4,2,0
2015-16,21500018,2,1610612754,3,2,1,2,1,1,0
2015-16,21500018,2,1610612763,2,4,4,2,0,0,0
2015-16,21500018,3,1610612754,5,7,4,2,2,3,1
2015-16,21500018,3,1610612763,6,10,8,3,2,2,1
2015-16,21500018,4,1610612754,8,11,9,3,5,2,0
2015-16,21500018,4,1610612763,5,7,5,3,2,2,0
2015-16,21500019,1,1610612737,3,2,2,1,2,0,0
2015-16,21500019,1,1610612752,3,5,5,3,0,0,0
2015-16,21500019,2,1610612737,4,1,1,1,3,0,0
2015-16,21500019,2,1610612752,5,4,3,1,4,1,0
2015-16,21500019,3,1610612737,7,12,8,5,2,4,0
2015-16,21500019,3,1610612752,5,6,5,3,1,1,1
2015-16,21500019,4,1610612737,8,11,7,6,2,4,0
2015-16,21500019,4,1610612752,4,6,6,3,1,0,0
2015-16,21500020,1,1610612742,5,6,5,2,3,1,0
2015-16,21500020,1,1610612746,7,9,7,4,2,2,1
2015-16,21500020,2,1610612742,5,3,2,1,3,1,0
2015-16,21500020,2,1610612746,5,10,4,1,3,6,1
2015-16,21500020,3,1610612742,3,3,2,1,1,1,1
2015-16,21500020,3,1610612746,8,10,7,3,5,3,0
2015-16,21500020,4,1610612742,3,3,3,2,1,0,0
2015-16,21500020,4,1610612746,2,4,2,2,0,2,0
2015-16,21500021,1,1610612739,5,8,7,5,0,1,0
2015-16,21500021,1,1610612748,2,3,3,2,0,0,0
2015-16,21500021,2,1610612739,1,0,0,0,1,0,0
2015-16,21500021,2,1610612748,5,6,6,3,2,0,0
2015-16,21500021,3,1610612739,3,3,3,2,1,0,0
2015-16,21500021,3,1610612748,4,8,7,4,0,1,0
2015-16,21500021,4,1610612739,7,10,8,4,2,2,1
2015-16,21500021,4,1610612748,5,5,4,2,3,1,0
2015-16,21500022,1,1610612753,3,3,3,2,0,0,1
2015-16,21500022,1,1610612760,6,6,6,1,5,0,0
2015-16,21500022,2,1610612753,3,3,2,2,0,1,1
2015-16,21500022,2,1610612760,7,13,9,4,3,4,0
2015-16,21500022,3,1610612753,3,6,5,2,1,1,0
2015-16,21500022,3,1610612760,5,6,5,2,3,1,0
2015-16,21500022,4,1610612753,8,12,9,5,3,3,0
2015-16,21500022,4,1610612760,5,8,7,5,0,1,0
2015-16,21500023,1,1610612755,5,9,5,4,1,4,0
2015-16,21500023,1,1610612762,6,10,9,3,3,1,0
2015-16,21500023,2,1610612755,4,7,6,3,1,1,0
2015-16,21500023,2,1610612762,5,5,4,2,2,1,1
2015-16,21500023,3,1610612755,4,6,5,2,2,1,0
2015-16,21500023,3,1610612762,6,8,6,4,2,2,0
2015-16,21500023,4,1610612755,8,15,11,7,1,4,0
2015-16,21500023,4,1610612762,3,2,1,1,2,1,0
2015-16,21500024,1,1610612738,5,7,6,4,0,1,1
2015-16,21500024,1,1610612761,8,12,10,3,4,2,1
2015-16,21500024,2,1610612738,8,12,7,4,3,5,1
2015-16,21500024,2,1610612761,7,12,11,5,2,1,0
2015-16,21500024,3,1610612738,7,10,8,3,3,2,1
2015-16,21500024,3,1610612761,4,5,5,3,1,0,0
2015-16,21500024,4,1610612738,8,12,11,5,3,1,0
2015-16,21500024,4,1610612761,7,6,4,1,6,2,0
2015-16,21500025,1,1610612741,3,2,1,1,1,1,1
2015-16,21500025,1,1610612765,4,4,1,2,2,3,0
2015-16,21500025,2,1610612741,5,8,5,3,2,3,0
2015-16,21500025,2,1610612765,3,4,1,2,1,3,0
2015-16,21500025,3,1610612741,4,6,6,3,1,0,0
2015-16,21500025,3,1610612765,4,5,4,3,1,1,0
2015-16,21500025,4,1610612741,4,6,3,3,1,3,0
2015-16,21500025,4,1610612765,5,5,4,2,1,1,2
2015-16,21500026,1,1610612737,5,8,8,5,0,0,0
2015-16,21500026,1,1610612766,4,3,1,2,2,2,0
2015-16,21500026,2,1610612737,3,4,3,2,0,1,1
2015-16,21500026,2,1610612766,4,5,5,3,0,0,1
2015-16,21500026,3,1610612737,6,6,3,2,4,3,0
2015-16,21500026,3,1610612766,2,2,2,1,1,0,0
2015-16,21500026,4,1610612737,3,4,3,0,3,1,0
2015-16,21500026,4,1610612766,3,3,2,2,1,1,0
2015-16,21500027,1,1610612749,4,7,6,4,0,1,0
2015-16,21500027,1,1610612764,7,12,9,3,4,3,0
2015-16,21500027,2,1610612749,5,9,7,4,1,2,0
2015-16,21500027,2,1610612764,5,8,8,3,2,0,0
2015-16,21500027,3,1610612749,3,5,3,2,1,2,0
2015-16,21500027,3,1610612764,8,13,10,5,2,3,1
2015-16,21500027,4,1610612749,7,7,6,3,4,1,0
2015-16,21500027,4,1610612764,8,11,9,4,4,2,0
2015-16,21500028,1,1610612751,1,0,0,0,1,0,0
2015-16,21500028,1,1610612759,3,4,4,2,1,0,0
2015-16,21500028,2,1610612751,4,4,1,2,2,3,0
2015-16,21500028,2,1610612759,3,0,0,0,3,0,0
2015-16,21500028,3,1610612751,3,3,2,1,2,1,0
2015-16,21500028,3,1610612759,2,0,0,0,2,0,0
2015-16,21500028,4,1610612751,5,8,5,3,1,3,1
2015-16,21500028,4,1610612759,6,9,9,3,3,0,0
2015-16,21500029,1,1610612743,4,0,0,0,4,0,0
2015-16,21500029,1,1610612750,4,8,7,4,0,1,0
2015-16,21500029,2,1610612743,7,14,11,4,2,3,1
2015-16,21500029,2,1610612750,7,13,8,4,3,5,0
2015-16,21500029,3,1610612743,3,1,1,1,0,0,2
2015-16,21500029,3,1610612750,8,14,14,6,2,0,0
2015-16,21500029,4,1610612743,6,5,3,2,4,2,0
2015-16,21500029,4,1610612750,8,6,4,4,3,2,0
2015-16,21500030,1,1610612744,6,11,8,4,1,3,1
2015-16,21500030,1,1610612745,4,8,8,4,0,0,0
2015-16,21500030,2,1610612744,3,4,2,2,1,2,0
2015-16,21500030,2,1610612745,3,6,4,3,0,2,0
2015-16,21500030,3,1610612744,2,2,1,1,1,1,0
2015-16,21500030,3,1610612745,6,10,7,5,1,3,0
2015-16,21500030,4,1610612744,6,8,6,4,1,2,1
2015-16,21500030,4,1610612745,8,12,8,4,3,4,1
2015-16,21500031,1,1610612747,5,5,4,3,2,1,0
2015-16,21500031,1,1610612758,7,11,8,5,2,3,0
2015-16,21500031,2,1610612747,4,6,5,2,2,1,0
2015-16,21500031,2,1610612758,7,12,8,5,2,4,0
2015-16,21500031,3,1610612747,6,10,7,3,2,3,1
2015-16,21500031,3,1610612758,3,4,3,2,1,1,0
2015-16,21500031,4,1610612747,7,6,5,1,6,1,0
2015-16,21500031,4,1610612758,4,3,3,2,2,0,0
2015-16,21500032,1,1610612756,5,8,6,4,1,2,0
2015-16,21500032,1,1610612757,2,3,2,2,0,1,0
2015-16,21500032,2,1610612756,10,17,13,8,2,4,0
2015-16,21500032,2,1610612757,4,4,4,2,2,0,0
2015-16,21500032,3,1610612756,6,11,9,5,0,2,1
2015-16,21500032,3,1610612757,4,4,4,2,2,0,0
2015-16,21500032,4,1610612756,6,6,4,3,2,2,1
2015-16,21500032,4,1610612757,5,8,5,4,1,3,0
2015-16,21500033,1,1610612754,9,13,10,4,3,3,2
2015-16,21500033,1,1610612762,2,2,2,1,1,0,0
2015-16,21500033,2,1610612754,5,7,5,2,3,2,0
2015-16,21500033,2,1610612762,2,2,2,0,1,0,1
2015-16,21500033,3,1610612754,3,0,0,0,3,0,0
2015-16,21500033,3,1610612762,5,7,5,4,1,2,0
2015-16,21500033,4,1610612754,3,1,1,1,1,0,1
2015-16,21500033,4,1610612762,7,7,4,2,5,3,0
2015-16,21500034,1,1610612752,5,4,4,1,4,0,0
2015-16,21500034,1,1610612764,6,9,8,5,0,1,1
2015-16,21500034,2,1610612752,7,7,7,4,2,0,0
2015-16,21500034,2,1610612764,8,11,7,3,4,4,1
2015-16,21500034,3,1610612752,9,13,8,7,2,5,0
2015-16,21500034,3,1610612764,6,7,7,3,2,0,1
2015-16,21500034,4,1610612752,7,8,7,1,5,1,1
2015-16,21500034,4,1610612764,7,6,6,2,4,0,1
2015-16,21500035,1,1610612740,4,2,1,0,3,1,1
2015-16,21500035,1,1610612744,7,13,7,5,2,6,0
2015-16,21500035,2,1610612740,7,10,9,6,1,1,0
2015-16,21500035,2,1610612744,6,13,10,5,1,3,0
2015-16,21500035,3,1610612740,2,0,0,0,1,0,1
2015-16,21500035,3,1610612744,5,4,4,3,2,0,0
2015-16,21500035,4,1610612740,9,11,10,5,3,1,1
2015-16,21500035,4,1610612744,4,5,4,2,1,1,1
2015-16,21500036,1,1610612751,6,10,6,2,4,4,0
2015-16,21500036,1,1610612763,6,9,8,3,2,1,1
2015-16,21500036,2,1610612751,3,4,3,2,1,1,0
2015-16,21500036,2,1610612763,5,9,8,5,0,1,0
2015-16,21500036,3,1610612751,3,0,0,0,2,0,1
2015-16,21500036,3,1610612763,3,4,3,2,1,1,0
2015-16,21500036,4,1610612751,4,4,3,2,1,1,1
2015-16,21500036,4,1610612763,6,6,5,2,4,1,0
2015-16,21500037,1,1610612756,5,4,3,2,1,1,1
2015-16,21500037,1,1610612757,1,2,2,1,0,0,0
2015-16,21500037,2,1610612756,4,3,2,2,1,1,1
2015-16,21500037,2,1610612757,5,6,4,2,3,2,0
2015-16,21500037,3,1610612756,5,3,2,2,3,1,0
2015-16,21500037,3,1610612757,7,10,4,4,1,6,2
2015-16,21500037,4,1610612756,6,6,5,0,5,1,1
2015-16,21500037,4,1610612757,5,10,6,4,1,4,0
2015-16,21500038,1,1610612746,3,5,2,3,0,3,0
2015-16,21500038,1,1610612758,4,3,2,2,2,1,0
2015-16,21500038,2,1610612746,13,21,13,4,6,8,3
2015-16,21500038,2,1610612758,5,8,6,3,2,2,0
2015-16,21500038,3,1610612746,4,3,2,1,2,1,1
2015-16,21500038,3,1610612758,6,8,3,2,3,5,1
2015-16,21500038,4,1610612746,11,17,15,3,5,2,2
2015-16,21500038,4,1610612758,6,6,6,3,2,0,1
2015-16,21500039,1,1610612737,1,0,0,0,1,0,0
2015-16,21500039,1,1610612766,2,2,2,1,1,0,0
2015-16,21500039,2,1610612737,0,0,0,0,0,0,0
2015-16,21500039,2,1610612766,3,3,2,2,1,1,0
2015-16,21500039,3,1610612737,4,2,1,1,3,1,0
2015-16,21500039,3,1610612766,5,6,6,2,3,0,0
2015-16,21500039,4,1610612737,8,12,12,2,4,0,2
2015-16,21500039,4,1610612766,5,4,4,2,3,0,0
2015-16,21500040,1,1610612738,1,1,1,1,0,0,0
2015-16,21500040,1,1610612759,4,2,1,1,2,1,1
2015-16,21500040,2,1610612738,3,2,1,0,1,1,1
2015-16,21500040,2,1610612759,6,12,7,4,1,5,1
2015-16,21500040,3,1610612738,4,6,4,3,1,2,0
2015-16,21500040,3,1610612759,3,4,4,2,1,0,0
2015-16,21500040,4,1610612738,6,5,5,1,4,0,1
2015-16,21500040,4,1610612759,7,7,6,1,6,1,0
2015-16,21500041,1,1610612745,4,8,8,3,1,0,0
2015-16,21500041,1,1610612748,7,9,8,5,2,1,0
2015-16,21500041,2,1610612745,3,5,4,1,2,1,0
2015-16,21500041,2,1610612748,4,1,0,1,3,1,0
2015-16,21500041,3,1610612745,4,3,2,1,2,1,1
2015-16,21500041,3,1610612748,7,8,7,3,3,1,1
2015-16,21500041,4,1610612745,4,2,1,1,3,1,0
2015-16,21500041,4,1610612748,5,3,1,1,3,2,1
2015-16,21500042,1,1610612749,2,4,4,2,0,0,0
2015-16,21500042,1,1610612761,5,4,3,2,2,1,1
2015-16,21500042,2,1610612749,1,0,0,0,1,0,0
2015-16,21500042,2,1610612761,6,6,3,3,3,3,0
2015-16,21500042,3,1610612749,7,12,12,4,3,0,0
2015-16,21500042,3,1610612761,7,10,7,4,3,3,0
2015-16,21500042,4,1610612749,5,8,8,4,1,0,0
2015-16,21500042,4,1610612761,2,0,0,0,1,0,1
2015-16,21500043,1,1610612741,3,6,4,3,0,2,0
2015-16,21500043,1,1610612753,3,5,3,2,0,2,1
2015-16,21500043,2,1610612741,3,4,4,2,1,0,0
2015-16,21500043,2,1610612753,2,4,3,2,0,1,0
2015-16,21500043,3,1610612741,5,4,4,1,4,0,0
2015-16,21500043,3,1610612753,4,6,3,3,1,3,0
2015-16,21500043,4,1610612741,6,8,7,1,4,1,1
2015-16,21500043,4,1610612753,4,2,1,1,3,1,0
2015-16,21500044,1,1610612743,4,5,3,3,1,2,0
2015-16,21500044,1,1610612760,3,4,4,3,0,0,0
2015-16,21500044,2,1610612743,4,2,2,2,2,0,0
2015-16,21500044,2,1610612760,1,2,1,1,0,1,0
2015-16,21500044,3,1610612743,6,3,3,2,2,0,1
2015-16,21500044,3,1610612760,7,10,7,2,1,3,4
2015-16,21500044,4,1610612743,5,9,6,5,0,3,0
2015-16,21500044,4,1610612760,4,2,2,1,3,0,0
2015-16,21500045,1,1610612742,3,2,1,1,2,1,0
2015-16,21500045,1,1610612747,4,8,8,4,0,0,0
2015-16,21500045,2,1610612742,3,2,2,1,2,0,0
2015-16,21500045,2,1610612747,8,11,7,4,1,4,3
2015-16,21500045,3,1610612742,3,2,2,1,2,0,0
2015-16,21500045,3,1610612747,3,1,0,1,2,1,0
2015-16,21500045,4,1610612742,8,10,7,4,4,3,0
2015-16,21500045,4,1610612747,5,8,6,4,1,2,0
2015-16,21500046,1,1610612739,4,4,3,2,1,1,1
2015-16,21500046,1,1610612755,4,7,6,3,1,1,0
2015-16,21500046,2,1610612739,5,8,5,3,1,3,1
2015-16,21500046,2,1610612755,4,8,7,4,0,1,0
2015-16,21500046,3,1610612739,3,4,4,2,1,0,0
2015-16,21500046,3,1610612755,5,5,3,2,3,2,0
2015-16,21500046,4,1610612739,4,4,3,2,2,1,0
2015-16,21500046,4,1610612755,4,3,1,2,2,2,0
2015-16,21500047,1,1610612749,5,9,4,4,1,5,0
2015-16,21500047,1,1610612751,7,7,7,3,4,0,0
2015-16,21500047,2,1610612749,4,6,5,2,1,1,1
2015-16,21500047,2,1610612751,4,2,2,1,3,0,0
2015-16,21500047,3,1610612749,2,2,1,1,1,1,0
2015-16,21500047,3,1610612751,6,7,6,4,2,1,0
2015-16,21500047,4,1610612749,7,9,8,3,4,1,0
2015-16,21500047,4,1610612751,5,6,3,3,2,3,0
2015-16,21500048,1,1610612752,1,2,2,1,0,0,0
2015-16,21500048,1,1610612759,4,3,2,2,2,1,0
2015-16,21500048,2,1610612752,1,2,0,1,0,2,0
2015-16,21500048,2,1610612759,3,2,1,1,0,1,2
2015-16,21500048,3,1610612752,6,11,9,5,1,2,0
2015-16,21500048,3,1610612759,4,4,3,2,2,1,0
2015-16,21500048,4,1610612752,4,6,5,2,1,1,1
2015-16,21500048,4,1610612759,5,8,6,4,1,2,0
2015-16,21500049,1,1610612745,2,0,0,0,2,0,0
2015-16,21500049,1,1610612760,4,3,2,2,2,1,0
2015-16,21500049,2,1610612745,7,10,6,4,2,4,1
2015-16,21500049,2,1610612760,4,5,3,3,1,2,0
2015-16,21500049,3,1610612745,9,14,9,5,3,5,1
2015-16,21500049,3,1610612760,6,6,4,2,4,2,0
2015-16,21500049,4,1610612745,4,5,4,2,2,1,0
2015-16,21500049,4,1610612760,8,8,6,2,4,2,1
2015-16,21500050,1,1610612750,9,12,9,4,4,3,1
2015-16,21500050,1,1610612757,5,6,5,2,2,1,1
2015-16,21500050,2,1610612750,6,10,9,3,2,1,0
2015-16,21500050,2,1610612757,3,3,3,2,1,0,0
2015-16,21500050,3,1610612750,5,8,6,3,2,2,0
2015-16,21500050,3,1610612757,5,5,2,2,3,3,0
2015-16,21500050,4,1610612750,5,9,6,4,1,3,0
2015-16,21500050,4,1610612757,6,6,5,1,4,1,1
2015-16,21500051,1,1610612744,4,5,5,3,1,0,0
2015-16,21500051,1,1610612763,3,3,3,2,1,0,0
2015-16,21500051,2,1610612744,4,3,1,2,2,2,0
2015-16,21500051,2,1610612763,3,4,2,2,1,2,0
2015-16,21500051,3,1610612744,6,8,7,5,1,1,0
2015-16,21500051,3,1610612763,5,8,7,4,1,1,0
2015-16,21500051,4,1610612744,9,14,9,1,8,5,0
2015-16,21500051,4,1610612763,4,5,2,3,1,3,0
2015-16,21500052,1,1610612746,2,0,0,0,2,0,0
2015-16,21500052,1,1610612756,2,5,4,2,0,1,0
2015-16,21500052,2,1610612746,6,11,10,6,0,1,0
2015-16,21500052,2,1610612756,6,6,5,1,4,1,1
2015-16,21500052,3,1610612746,4,4,4,3,0,0,1
2015-16,21500052,3,1610612756,4,3,2,2,2,1,0
2015-16,21500052,4,1610612746,8,8,6,0,8,2,0
2015-16,21500052,4,1610612756,6,7,4,2,3,3,1
2015-16,21500053,1,1610612741,2,2,1,1,1,1,0
2015-16,21500053,1,1610612766,5,9,9,4,1,0,0
2015-16,21500053,2,1610612741,3,4,2,2,1,2,0
2015-16,21500053,2,1610612766,1,2,2,1,0,0,0
2015-16,21500053,3,1610612741,2,1,0,1,0,1,1
2015-16,21500053,3,1610612766,3,5,4,3,0,1,0
2015-16,21500053,4,1610612741,3,1,0,1,2,1,0
2015-16,21500053,4,1610612766,6,7,7,4,2,0,0
2015-16,21500054,1,1610612754,4,4,4,2,1,0,1
2015-16,21500054,1,1610612765,2,2,2,1,1,0,0
2015-16,21500054,2,1610612754,5,4,4,1,3,0,1
2015-16,21500054,2,1610612765,4,2,2,1,2,0,1
2015-16,21500054,3,1610612754,4,2,2,2,2,0,0
2015-16,21500054,3,1610612765,4,8,4,4,0,4,0
2015-16,21500054,4,1610612754,5,2,1,1,3,1,1
2015-16,21500054,4,1610612765,4,5,3,2,1,2,0
2015-16,21500055,1,1610612737,3,5,4,3,0,1,0
2015-16,21500055,1,1610612748,2,4,3,2,0,1,0
2015-16,21500055,2,1610612737,4,5,3,2,1,2,0
2015-16,21500055,2,1610612748,4,1,1,1,3,0,0
2015-16,21500055,3,1610612737,6,7,7,4,1,0,1
2015-16,21500055,3,1610612748,4,8,6,4,0,2,0
2015-16,21500055,4,1610612737,5,5,3,1,4,2,0
2015-16,21500055,4,1610612748,4,3,1,2,1,2,1
2015-16,21500056,1,1610612740,2,4,2,2,0,2,0
2015-16,21500056,1,1610612753,1,0,0,0,1,0,0
2015-16,21500056,2,1610612740,7,9,8,4,3,1,0
2015-16,21500056,2,1610612753,4,6,6,3,1,0,0
2015-16,21500056,3,1610612740,2,0,0,0,2,0,0
2015-16,21500056,3,1610612753,2,5,5,2,0,0,0
2015-16,21500056,4,1610612740,6,12,8,4,1,4,1
2015-16,21500056,4,1610612753,3,1,1,1,2,0,0
2015-16,21500057,1,1610612742,6,10,6,4,2,4,0
2015-16,21500057,1,1610612761,3,0,0,0,1,0,2
2015-16,21500057,2,1610612742,6,6,4,3,2,2,1
2015-16,21500057,2,1610612761,7,7,6,2,5,1,0
2015-16,21500057,3,1610612742,4,4,3,2,2,1,0
2015-16,21500057,3,1610612761,4,5,4,2,1,1,1
2015-16,21500057,4,1610612742,5,5,5,3,2,0,0
2015-16,21500057,4,1610612761,8,14,13,3,3,1,1
2015-16,21500058,1,1610612758,6,10,6,3,3,4,0
2015-16,21500058,1,1610612763,1,0,0,0,1,0,0
2015-16,21500058,2,1610612758,6,11,6,4,1,5,1
2015-16,21500058,2,1610612763,6,7,7,1,3,0,2
2015-16,21500058,3,1610612758,8,12,9,5,2,3,1
