season,game_id,period,team_id,FOUL,FTA,FTM,SHOT_FOUL_DRAWN,PERS_FOUL_DRAWN,MISS_FT,LOOSE_BALL_FOUL_DRAWN
2020-21,22000001,1,1610612744,3,6,5,3,0,1,0
2020-21,22000001,1,1610612751,4,5,5,3,1,0,0
2020-21,22000001,2,1610612744,3,4,2,2,0,2,1
2020-21,22000001,2,1610612751,4,4,3,2,2,1,0
2020-21,22000001,3,1610612744,4,5,4,3,1,1,0
2020-21,22000001,3,1610612751,10,18,13,6,3,5,1
2020-21,22000001,4,1610612744,6,8,4,4,1,4,1
2020-21,22000001,4,1610612751,4,5,5,3,1,0,0
2020-21,22000002,1,1610612746,6,7,6,3,3,1,0
2020-21,22000002,1,1610612747,4,6,3,3,1,3,0
2020-21,22000002,2,1610612746,4,2,1,2,1,1,1
2020-21,22000002,2,1610612747,9,14,12,6,3,2,0
2020-21,22000002,3,1610612746,4,5,3,3,1,2,0
2020-21,22000002,3,1610612747,5,3,2,1,3,1,1
2020-21,22000002,4,1610612746,3,5,4,3,0,1,0
2020-21,22000002,4,1610612747,5,8,7,3,2,1,0
2020-21,22000003,1,1610612738,3,2,2,1,2,0,0
2020-21,22000003,1,1610612749,2,1,1,1,1,0,0
2020-21,22000003,2,1610612738,5,4,2,2,3,2,0
2020-21,22000003,2,1610612749,2,3,3,2,0,0,0
2020-21,22000003,3,1610612738,5,5,4,3,2,1,0
2020-21,22000003,3,1610612749,5,7,5,3,1,2,0
2020-21,22000003,4,1610612738,3,0,0,1,2,0,0
2020-21,22000003,4,1610612749,6,7,6,2,2,1,2
2020-21,22000004,1,1610612742,7,7,6,2,3,1,2
2020-21,22000004,1,1610612756,4,4,4,2,2,0,0
2020-21,22000004,2,1610612742,6,6,4,3,3,2,0
2020-21,22000004,2,1610612756,4,6,3,3,1,3,0
2020-21,22000004,3,1610612742,6,8,7,2,3,1,1
2020-21,22000004,3,1610612756,6,6,3,1,5,3,0
2020-21,22000004,4,1610612742,4,5,4,3,1,1,0
2020-21,22000004,4,1610612756,6,11,9,4,1,2,0
2020-21,22000005,1,1610612740,5,8,8,3,1,0,1
2020-21,22000005,1,1610612748,1,0,0,0,1,0,0
2020-21,22000005,2,1610612740,5,9,6,5,0,3,0
2020-21,22000005,2,1610612748,4,7,7,4,0,0,0
2020-21,22000005,3,1610612740,8,11,8,6,2,3,0
2020-21,22000005,3,1610612748,6,8,7,3,3,1,0
2020-21,22000005,4,1610612740,5,5,4,3,2,1,0
2020-21,22000005,4,1610612748,7,8,5,3,3,3,0
2020-21,22000006,1,1610612744,5,11,9,5,0,2,0
2020-21,22000006,1,1610612749,6,9,6,4,2,3,0
2020-21,22000006,2,1610612744,3,4,3,2,1,1,0
2020-21,22000006,2,1610612749,6,7,3,4,2,4,0
2020-21,22000006,3,1610612744,1,1,1,1,0,0,0
2020-21,22000006,3,1610612749,5,8,7,3,2,1,0
2020-21,22000006,4,1610612744,5,9,8,3,2,1,0
2020-21,22000006,4,1610612749,2,2,2,1,1,0,0
2020-21,22000007,1,1610612738,4,4,3,0,3,1,1
2020-21,22000007,1,1610612751,5,6,5,2,2,1,1
2020-21,22000007,2,1610612738,4,3,1,2,2,2,0
2020-21,22000007,2,1610612751,8,11,8,3,2,3,3
2020-21,22000007,3,1610612738,8,8,6,2,5,2,1
2020-21,22000007,3,1610612751,5,6,5,3,2,1,0
2020-21,22000007,4,1610612738,4,4,3,2,2,1,0
2020-21,22000007,4,1610612751,6,8,8,3,3,0,0
2020-21,22000008,1,1610612742,3,4,4,2,1,0,0
2020-21,22000008,1,1610612747,4,5,4,3,1,1,0
2020-21,22000008,2,1610612742,9,12,9,6,3,3,0
2020-21,22000008,2,1610612747,6,4,2,1,5,2,0
2020-21,22000008,3,1610612742,5,4,3,1,4,1,0
2020-21,22000008,3,1610612747,7,10,7,4,2,3,1
2020-21,22000008,4,1610612742,5,6,4,2,3,2,0
2020-21,22000008,4,1610612747,5,5,4,2,3,1,0
2020-21,22000009,1,1610612743,9,10,8,4,5,2,0
2020-21,22000009,1,1610612746,5,8,6,3,1,2,1
2020-21,22000009,2,1610612743,7,12,9,3,2,3,2
2020-21,22000009,2,1610612746,10,14,12,5,5,2,0
2020-21,22000009,3,1610612743,8,9,6,3,3,3,2
2020-21,22000009,3,1610612746,3,2,2,1,1,0,1
2020-21,22000009,4,1610612743,4,0,0,0,4,0,0
2020-21,22000009,4,1610612746,1,0,0,0,1,0,0
2020-21,22000010,1,1610612739,4,5,4,3,1,1,0
2020-21,22000010,1,1610612766,4,1,0,1,2,1,1
2020-21,22000010,2,1610612739,4,4,4,2,2,0,0
2020-21,22000010,2,1610612766,4,5,3,2,2,2,0
2020-21,22000010,3,1610612739,4,6,3,3,1,3,0
2020-21,22000010,3,1610612766,4,3,2,2,1,1,1
2020-21,22000010,4,1610612739,4,5,4,2,2,1,0
2020-21,22000010,4,1610612766,6,6,3,4,2,3,0
2020-21,22000011,1,1610612752,3,4,4,2,1,0,0
2020-21,22000011,1,1610612754,6,10,7,4,1,3,1
2020-21,22000011,2,1610612752,7,7,6,2,5,1,0
2020-21,22000011,2,1610612754,5,6,4,4,1,2,0
2020-21,22000011,3,1610612752,4,2,1,1,3,1,0
2020-21,22000011,3,1610612754,5,3,2,2,2,1,1
2020-21,22000011,4,1610612752,7,10,6,4,3,4,0
2020-21,22000011,4,1610612754,6,10,8,5,1,2,0
2020-21,22000012,1,1610612748,3,4,3,2,1,1,0
2020-21,22000012,1,1610612753,2,3,1,2,0,2,0
2020-21,22000012,2,1610612748,4,3,3,2,2,0,0
2020-21,22000012,2,1610612753,5,6,3,3,2,3,0
2020-21,22000012,3,1610612748,7,10,9,4,3,1,0
2020-21,22000012,3,1610612753,3,6,5,3,0,1,0
2020-21,22000012,4,1610612748,3,2,1,1,1,1,1
2020-21,22000012,4,1610612753,10,15,10,4,5,5,1
2020-21,22000013,1,1610612755,3,2,0,1,2,2,0
2020-21,22000013,1,1610612764,2,1,0,1,1,1,0
2020-21,22000013,2,1610612755,7,8,6,2,5,2,0
2020-21,22000013,2,1610612764,5,7,5,3,1,2,1
2020-21,22000013,3,1610612755,5,5,4,3,2,1,0
2020-21,22000013,3,1610612764,7,7,5,3,2,2,1
2020-21,22000013,4,1610612755,7,15,13,5,2,2,0
2020-21,22000013,4,1610612764,6,8,6,4,2,2,0
2020-21,22000014,1,1610612740,5,8,2,3,2,6,0
2020-21,22000014,1,1610612761,4,4,3,2,2,1,0
2020-21,22000014,2,1610612740,5,4,2,1,4,2,0
2020-21,22000014,2,1610612761,2,2,1,1,1,1,0
2020-21,22000014,3,1610612740,3,4,3,2,1,1,0
2020-21,22000014,3,1610612761,0,0,0,0,0,0,0
2020-21,22000014,4,1610612740,5,4,3,3,1,1,1
2020-21,22000014,4,1610612761,4,6,5,3,0,1,1
2020-21,22000015,1,1610612737,6,9,7,5,1,2,0
2020-21,22000015,1,1610612741,5,8,7,3,1,1,1
2020-21,22000015,2,1610612737,6,9,8,3,3,1,0
2020-21,22000015,2,1610612741,4,4,4,2,2,0,0
2020-21,22000015,3,1610612737,5,10,9,4,1,1,0
2020-21,22000015,3,1610612741,9,10,8,1,7,2,0
2020-21,22000015,4,1610612737,2,1,0,0,2,1,0
2020-21,22000015,4,1610612741,5,6,5,3,2,1,0
2020-21,22000016,1,1610612745,3,2,1,1,1,1,1
2020-21,22000016,1,1610612760,4,5,5,3,1,0,0
2020-21,22000016,2,1610612745,6,9,8,4,2,1,0
2020-21,22000016,2,1610612760,6,5,3,3,3,2,0
2020-21,22000016,3,1610612745,5,8,6,3,2,2,0
2020-21,22000016,3,1610612760,2,5,2,2,0,3,0
2020-21,22000016,4,1610612745,5,8,5,4,1,3,0
2020-21,22000016,4,1610612760,6,10,7,4,2,3,0
2020-21,22000017,1,1610612759,4,10,9,4,0,1,0
2020-21,22000017,1,1610612763,3,3,2,2,1,1,0
2020-21,22000017,2,1610612759,1,2,1,1,0,1,0
2020-21,22000017,2,1610612763,3,2,0,1,2,2,0
2020-21,22000017,3,1610612759,8,10,9,5,3,1,0
2020-21,22000017,3,1610612763,5,6,4,3,2,2,0
2020-21,22000017,4,1610612759,6,7,6,2,4,1,0
2020-21,22000017,4,1610612763,6,7,5,4,2,2,0
2020-21,22000018,1,1610612750,4,6,5,2,2,1,0
2020-21,22000018,1,1610612765,4,3,2,1,2,1,0
2020-21,22000018,2,1610612750,6,11,9,6,0,2,0
2020-21,22000018,2,1610612765,3,1,0,1,2,1,0
2020-21,22000018,3,1610612750,3,4,3,1,1,1,1
2020-21,22000018,3,1610612765,3,2,1,1,1,1,1
2020-21,22000018,4,1610612750,6,7,7,4,2,0,0
2020-21,22000018,4,1610612765,2,2,0,1,1,2,0
2020-21,22000019,1,1610612743,5,5,4,2,3,1,0
2020-21,22000019,1,1610612758,4,5,4,3,1,1,0
2020-21,22000019,2,1610612743,5,5,5,2,3,0,0
