season,game_id,period,team_id,FOUL,FTA,FTM,SHOT_FOUL_DRAWN,PERS_FOUL_DRAWN,MISS_FT,LOOSE_BALL_FOUL_DRAWN
2018-19,21800001,1,1610612738,4,5,4,3,1,1,0
2018-19,21800001,1,1610612755,4,4,2,2,2,2,0
2018-19,21800001,2,1610612738,4,2,1,1,2,1,1
2018-19,21800001,2,1610612755,3,3,2,2,1,1,0
2018-19,21800001,3,1610612738,4,5,4,3,1,1,0
2018-19,21800001,3,1610612755,5,5,4,1,3,1,0
2018-19,21800001,4,1610612738,5,2,1,0,4,1,1
2018-19,21800001,4,1610612755,7,11,6,3,3,5,1
2018-19,21800002,1,1610612744,5,4,4,2,3,0,0
2018-19,21800002,1,1610612760,7,13,10,6,0,3,1
2018-19,21800002,2,1610612744,7,9,8,4,2,1,0
2018-19,21800002,2,1610612760,5,7,4,3,2,3,0
2018-19,21800002,3,1610612744,2,0,0,0,1,0,1
2018-19,21800002,3,1610612760,4,4,2,2,2,2,0
2018-19,21800002,4,1610612744,5,5,5,2,2,0,1
2018-19,21800002,4,1610612760,7,13,8,5,2,5,0
2018-19,21800003,1,1610612749,5,5,3,2,3,2,0
2018-19,21800003,1,1610612766,4,2,2,0,2,0,1
2018-19,21800003,2,1610612749,3,5,3,2,1,2,0
2018-19,21800003,2,1610612766,6,7,4,4,2,3,0
2018-19,21800003,3,1610612749,5,4,4,1,4,0,0
2018-19,21800003,3,1610612766,3,3,2,2,1,1,0
2018-19,21800003,4,1610612749,4,6,5,3,1,1,0
2018-19,21800003,4,1610612766,7,10,6,3,4,4,0
2018-19,21800004,1,1610612751,3,2,1,1,1,1,1
2018-19,21800004,1,1610612765,5,2,2,1,4,0,0
2018-19,21800004,2,1610612751,6,8,5,3,3,3,0
2018-19,21800004,2,1610612765,5,4,4,2,3,0,0
2018-19,21800004,3,1610612751,4,6,6,4,0,0,0
2018-19,21800004,3,1610612765,7,12,10,4,3,2,0
2018-19,21800004,4,1610612751,5,6,3,3,2,3,0
2018-19,21800004,4,1610612765,3,4,3,0,2,1,0
2018-19,21800005,1,1610612754,6,5,2,2,4,3,0
2018-19,21800005,1,1610612763,3,2,1,1,2,1,0
2018-19,21800005,2,1610612754,4,4,3,2,1,1,1
2018-19,21800005,2,1610612763,3,0,0,0,3,0,0
2018-19,21800005,3,1610612754,3,1,0,1,2,1,0
2018-19,21800005,3,1610612763,8,13,11,3,3,2,1
2018-19,21800005,4,1610612754,4,3,2,2,1,1,1
2018-19,21800005,4,1610612763,8,13,11,5,1,2,2
2018-19,21800006,1,1610612748,3,3,3,2,1,0,0
2018-19,21800006,1,1610612753,6,7,4,3,3,3,0
2018-19,21800006,2,1610612748,7,4,2,3,4,2,0
2018-19,21800006,2,1610612753,6,6,2,3,1,4,2
2018-19,21800006,3,1610612748,7,8,6,3,4,2,0
2018-19,21800006,3,1610612753,6,7,5,2,4,2,0
2018-19,21800006,4,1610612748,6,7,5,2,3,2,1
2018-19,21800006,4,1610612753,8,11,8,2,4,3,2
2018-19,21800007,1,1610612737,4,4,4,2,2,0,0
2018-19,21800007,1,1610612752,7,10,7,3,2,3,2
2018-19,21800007,2,1610612737,6,7,7,3,3,0,0
2018-19,21800007,2,1610612752,7,7,7,1,3,0,3
2018-19,21800007,3,1610612737,4,4,2,2,1,2,1
2018-19,21800007,3,1610612752,7,10,8,3,4,2,0
2018-19,21800007,4,1610612737,5,3,2,2,3,1,0
2018-19,21800007,4,1610612752,6,4,2,3,3,2,0
2018-19,21800008,1,1610612739,5,9,8,4,1,1,0
2018-19,21800008,1,1610612761,5,2,0,0,4,2,1
2018-19,21800008,2,1610612739,9,12,8,1,4,4,4
2018-19,21800008,2,1610612761,6,4,3,1,5,1,0
2018-19,21800008,3,1610612739,5,4,2,2,2,2,1
2018-19,21800008,3,1610612761,5,2,1,0,4,1,1
2018-19,21800008,4,1610612739,10,14,11,4,4,3,2
2018-19,21800008,4,1610612761,7,12,8,4,1,4,1
2018-19,21800009,1,1610612740,4,1,0,1,3,1,0
2018-19,21800009,1,1610612745,4,2,1,1,3,1,0
2018-19,21800009,2,1610612740,8,10,8,5,2,2,1
2018-19,21800009,2,1610612745,7,8,7,2,5,1,0
2018-19,21800009,3,1610612740,3,3,3,1,2,0,0
2018-19,21800009,3,1610612745,8,8,7,1,4,1,3
2018-19,21800009,4,1610612740,5,8,6,3,2,2,0
2018-19,21800009,4,1610612745,6,6,3,4,2,3,0
2018-19,21800010,1,1610612750,4,7,7,3,0,0,1
