alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,method,true_family,selected_family,count,row_rate
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,Binomial,1,0.0084033613445378
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,Poisson,12,0.081081081081081
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,NB,126,0.8513513513513513
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,ZIP,2,0.0135135135135135
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,Geom,4,0.027027027027027
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,Binomial,1,0.0067567567567567
expanded,kbar,1.5,8,3200,8,LibraryDP,NB,Bernoulli,3,0.0202702702702702
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,Poisson,2,0.0161290322580645
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,NB,9,0.0725806451612903
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,ZIP,101,0.8145161290322581
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,Geom,10,0.0806451612903225
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,ZIP,Bernoulli,2,0.0161290322580645
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,Poisson,1,0.0068493150684931
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,NB,36,0.2465753424657534
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,Geom,103,0.7054794520547946
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,Binomial,1,0.0068493150684931
expanded,kbar,1.5,8,3200,8,LibraryDP,Geom,Bernoulli,5,0.0342465753424657
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,Poisson,14,0.1129032258064516
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,NB,7,0.0564516129032258
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,Geom,3,0.0241935483870967
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,Binomial,98,0.7903225806451613
expanded,kbar,1.5,8,3200,8,LibraryDP,Binomial,Bernoulli,2,0.0161290322580645
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,Poisson,11,0.079136690647482
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,NB,12,0.0863309352517985
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,Geom,7,0.0503597122302158
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Bernoulli,Bernoulli,109,0.7841726618705036
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,Poisson,97,0.8151260504201681
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,NB,12,0.1008403361344537
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,Binomial,8,0.0672268907563025
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Poisson,Bernoulli,2,0.0168067226890756
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,Poisson,13,0.0878378378378378
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,NB,114,0.7702702702702703
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,ZIP,4,0.027027027027027
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,Geom,6,0.0405405405405405
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,Binomial,5,0.0337837837837837
expanded,kbar,1.5,8,3200,8,LibraryGreedy,NB,Bernoulli,6,0.0405405405405405
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,Poisson,6,0.0483870967741935
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,NB,12,0.0967741935483871
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,ZIP,93,0.75
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,Geom,10,0.0806451612903225
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryGreedy,ZIP,Bernoulli,3,0.0241935483870967
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,Poisson,2,0.0136986301369863
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,NB,32,0.2191780821917808
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,ZIP,1,0.0068493150684931
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,Geom,109,0.7465753424657534
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Geom,Bernoulli,2,0.0136986301369863
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,Poisson,18,0.1451612903225806
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,NB,6,0.0483870967741935
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,Geom,2,0.0161290322580645
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,Binomial,95,0.7661290322580645
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Binomial,Bernoulli,3,0.0241935483870967
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,Poisson,9,0.0647482014388489
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,NB,17,0.1223021582733813
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,ZIP,4,0.0287769784172661
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,Geom,11,0.079136690647482
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,Binomial,1,0.0071942446043165
expanded,kbar,1.5,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,97,0.697841726618705
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,NB,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,Poisson,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,NB,148,1.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,NB,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,Poisson,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,NB,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,Geom,146,1.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,NB,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
expanded,kbar,1.5,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
expanded,kbar,1.5,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,Poisson,87,0.7310924369747899
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,NB,20,0.1680672268907563
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,Binomial,8,0.0672268907563025
expanded,kbar,2.0,8,3200,8,LibraryDP,Poisson,Bernoulli,4,0.0336134453781512
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,Poisson,18,0.1216216216216216
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,NB,112,0.7567567567567568
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,ZIP,1,0.0067567567567567
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,Geom,8,0.054054054054054
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,Binomial,1,0.0067567567567567
expanded,kbar,2.0,8,3200,8,LibraryDP,NB,Bernoulli,8,0.054054054054054
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,Poisson,4,0.032258064516129
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,NB,21,0.1693548387096774
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,ZIP,84,0.6774193548387096
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,Geom,8,0.064516129032258
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,ZIP,Bernoulli,7,0.0564516129032258
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,Poisson,1,0.0068493150684931
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,NB,56,0.3835616438356164
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,ZIP,1,0.0068493150684931
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,Geom,86,0.589041095890411
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Geom,Bernoulli,2,0.0136986301369863
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,Poisson,13,0.1048387096774193
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,NB,16,0.1290322580645161
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,Geom,1,0.0080645161290322
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,Binomial,92,0.7419354838709677
expanded,kbar,2.0,8,3200,8,LibraryDP,Binomial,Bernoulli,2,0.0161290322580645
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,Poisson,17,0.1223021582733813
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,NB,22,0.158273381294964
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,Geom,8,0.0575539568345323
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,Binomial,2,0.014388489208633
expanded,kbar,2.0,8,3200,8,LibraryDP,Bernoulli,Bernoulli,90,0.6474820143884892
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,Poisson,59,0.4957983193277311
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,NB,28,0.2352941176470588
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,Geom,1,0.0084033613445378
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,Binomial,27,0.226890756302521
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Poisson,Bernoulli,4,0.0336134453781512
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,Poisson,20,0.1351351351351351
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,NB,97,0.6554054054054054
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,ZIP,4,0.027027027027027
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,Geom,8,0.054054054054054
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,Binomial,4,0.027027027027027
expanded,kbar,2.0,8,3200,8,LibraryGreedy,NB,Bernoulli,15,0.1013513513513513
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,Poisson,7,0.0564516129032258
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,NB,19,0.1532258064516129
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,ZIP,80,0.6451612903225806
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,Geom,7,0.0564516129032258
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,Binomial,4,0.032258064516129
expanded,kbar,2.0,8,3200,8,LibraryGreedy,ZIP,Bernoulli,7,0.0564516129032258
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,Poisson,4,0.0273972602739726
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,NB,55,0.3767123287671233
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,ZIP,1,0.0068493150684931
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,Geom,82,0.5616438356164384
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,Binomial,1,0.0068493150684931
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Geom,Bernoulli,3,0.0205479452054794
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,Poisson,20,0.1612903225806451
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,NB,19,0.1532258064516129
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,Binomial,78,0.6290322580645161
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Binomial,Bernoulli,6,0.0483870967741935
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,Poisson,14,0.1007194244604316
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,NB,28,0.2014388489208633
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,ZIP,1,0.0071942446043165
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,Geom,15,0.1079136690647482
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,Binomial,2,0.014388489208633
expanded,kbar,2.0,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,79,0.5683453237410072
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,NB,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,Poisson,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,NB,148,1.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,NB,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,Poisson,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,NB,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,Geom,146,1.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,NB,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
expanded,kbar,2.0,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
expanded,kbar,2.0,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,Poisson,77,0.6470588235294118
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,NB,25,0.2100840336134453
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,Geom,2,0.0168067226890756
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,Binomial,11,0.0924369747899159
expanded,kbar,2.5,8,3200,8,LibraryDP,Poisson,Bernoulli,4,0.0336134453781512
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,Poisson,19,0.1283783783783783
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,NB,108,0.7297297297297297
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,ZIP,2,0.0135135135135135
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,Geom,5,0.0337837837837837
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,Binomial,4,0.027027027027027
expanded,kbar,2.5,8,3200,8,LibraryDP,NB,Bernoulli,10,0.0675675675675675
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,Poisson,8,0.064516129032258
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,NB,24,0.1935483870967742
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,ZIP,78,0.6290322580645161
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,Geom,8,0.064516129032258
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,Binomial,1,0.0080645161290322
expanded,kbar,2.5,8,3200,8,LibraryDP,ZIP,Bernoulli,5,0.0403225806451612
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,Poisson,2,0.0136986301369863
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,NB,65,0.4452054794520548
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,ZIP,1,0.0068493150684931
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,Geom,72,0.4931506849315068
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,Binomial,1,0.0068493150684931
expanded,kbar,2.5,8,3200,8,LibraryDP,Geom,Bernoulli,5,0.0342465753424657
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,Poisson,9,0.0725806451612903
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,NB,29,0.2338709677419354
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,ZIP,1,0.0080645161290322
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,Geom,2,0.0161290322580645
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,Binomial,75,0.6048387096774194
expanded,kbar,2.5,8,3200,8,LibraryDP,Binomial,Bernoulli,8,0.064516129032258
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Poisson,18,0.1294964028776978
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,NB,22,0.158273381294964
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,ZIP,1,0.0071942446043165
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Geom,18,0.1294964028776978
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
expanded,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Bernoulli,79,0.5683453237410072
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Poisson,48,0.4033613445378151
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,NB,28,0.2352941176470588
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,ZIP,3,0.0252100840336134
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Geom,3,0.0252100840336134
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Binomial,32,0.2689075630252101
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Bernoulli,5,0.042016806722689
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,Poisson,27,0.1824324324324324
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,NB,76,0.5135135135135135
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,ZIP,5,0.0337837837837837
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,Geom,11,0.0743243243243243
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,Binomial,13,0.0878378378378378
expanded,kbar,2.5,8,3200,8,LibraryGreedy,NB,Bernoulli,16,0.1081081081081081
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Poisson,10,0.0806451612903225
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,NB,28,0.2258064516129032
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,ZIP,61,0.4919354838709677
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Geom,11,0.0887096774193548
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Binomial,5,0.0403225806451612
expanded,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Bernoulli,9,0.0725806451612903
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Poisson,6,0.0410958904109589
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,NB,60,0.410958904109589
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,ZIP,3,0.0205479452054794
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Geom,65,0.4452054794520548
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Binomial,3,0.0205479452054794
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Bernoulli,9,0.0616438356164383
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Poisson,14,0.1129032258064516
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,NB,25,0.2016129032258064
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,ZIP,2,0.0161290322580645
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Geom,4,0.032258064516129
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Binomial,72,0.5806451612903226
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Bernoulli,7,0.0564516129032258
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Poisson,11,0.079136690647482
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,NB,37,0.2661870503597122
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,ZIP,6,0.0431654676258992
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Geom,14,0.1007194244604316
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Binomial,3,0.0215827338129496
expanded,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,68,0.4892086330935252
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,NB,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,Geom,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,Poisson,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,NB,148,1.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,Geom,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,Binomial,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,NB,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,Geom,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,Poisson,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,NB,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,Geom,146,1.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,Binomial,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
