alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,method,true_family,selected_family,count,row_rate
common,kbar,2.5,8,3200,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,NB,Poisson,10,0.0675675675675675
common,kbar,2.5,8,3200,8,LibraryDP,NB,NB,125,0.8445945945945946
common,kbar,2.5,8,3200,8,LibraryDP,NB,ZIP,5,0.0337837837837837
common,kbar,2.5,8,3200,8,LibraryDP,NB,Geom,4,0.027027027027027
common,kbar,2.5,8,3200,8,LibraryDP,NB,Binomial,1,0.0067567567567567
common,kbar,2.5,8,3200,8,LibraryDP,NB,Bernoulli,3,0.0202702702702702
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,Poisson,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,NB,5,0.0403225806451612
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,ZIP,112,0.9032258064516128
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,Geom,6,0.0483870967741935
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,Binomial,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,ZIP,Bernoulli,1,0.0080645161290322
common,kbar,2.5,8,3200,8,LibraryDP,Geom,Poisson,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,Geom,NB,51,0.3493150684931507
common,kbar,2.5,8,3200,8,LibraryDP,Geom,ZIP,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,Geom,Geom,94,0.6438356164383562
common,kbar,2.5,8,3200,8,LibraryDP,Geom,Binomial,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,Geom,Bernoulli,1,0.0068493150684931
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,Poisson,10,0.0806451612903225
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,NB,10,0.0806451612903225
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,Geom,2,0.0161290322580645
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,Binomial,99,0.7983870967741935
common,kbar,2.5,8,3200,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Poisson,14,0.1007194244604316
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,NB,10,0.0719424460431654
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Geom,13,0.0935251798561151
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,kbar,2.5,8,3200,8,LibraryDP,Bernoulli,Bernoulli,101,0.7266187050359713
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Poisson,65,0.5462184873949579
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,NB,21,0.1764705882352941
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,ZIP,1,0.0084033613445378
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Geom,0,0.0
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Binomial,31,0.2605042016806723
common,kbar,2.5,8,3200,8,LibraryGreedy,Poisson,Bernoulli,1,0.0084033613445378
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,Poisson,17,0.1148648648648648
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,NB,104,0.7027027027027027
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,ZIP,6,0.0405405405405405
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,Geom,11,0.0743243243243243
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,Binomial,7,0.0472972972972973
common,kbar,2.5,8,3200,8,LibraryGreedy,NB,Bernoulli,3,0.0202702702702702
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Poisson,4,0.032258064516129
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,NB,20,0.1612903225806451
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,ZIP,95,0.7661290322580645
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Geom,4,0.032258064516129
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,kbar,2.5,8,3200,8,LibraryGreedy,ZIP,Bernoulli,1,0.0080645161290322
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Poisson,2,0.0136986301369863
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,NB,62,0.4246575342465753
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,ZIP,2,0.0136986301369863
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Geom,80,0.547945205479452
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Binomial,0,0.0
common,kbar,2.5,8,3200,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Poisson,13,0.1048387096774193
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,NB,16,0.1290322580645161
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Binomial,86,0.6935483870967742
common,kbar,2.5,8,3200,8,LibraryGreedy,Binomial,Bernoulli,8,0.064516129032258
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Poisson,19,0.1366906474820144
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,NB,25,0.1798561151079136
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,ZIP,3,0.0215827338129496
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Geom,14,0.1007194244604316
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Binomial,2,0.014388489208633
common,kbar,2.5,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,76,0.5467625899280576
common,kbar,2.5,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
common,kbar,2.5,8,3200,8,OracleDP,Poisson,NB,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Poisson,Geom,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,NB,Poisson,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,NB,NB,148,1.0
common,kbar,2.5,8,3200,8,OracleDP,NB,ZIP,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,NB,Geom,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,NB,Binomial,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,NB,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,Geom,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,Poisson,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,NB,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,ZIP,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,Geom,146,1.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,Binomial,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,NB,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,Geom,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
common,kbar,2.5,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
common,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,Poisson,90,0.7563025210084033
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,NB,16,0.134453781512605
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,ZIP,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,Geom,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,Binomial,11,0.0924369747899159
common,kbar,3.0,8,3200,8,LibraryDP,Poisson,Bernoulli,2,0.0168067226890756
common,kbar,3.0,8,3200,8,LibraryDP,NB,Poisson,13,0.0878378378378378
common,kbar,3.0,8,3200,8,LibraryDP,NB,NB,116,0.7837837837837838
common,kbar,3.0,8,3200,8,LibraryDP,NB,ZIP,4,0.027027027027027
common,kbar,3.0,8,3200,8,LibraryDP,NB,Geom,8,0.054054054054054
common,kbar,3.0,8,3200,8,LibraryDP,NB,Binomial,1,0.0067567567567567
common,kbar,3.0,8,3200,8,LibraryDP,NB,Bernoulli,6,0.0405405405405405
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,Poisson,1,0.0080645161290322
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,NB,14,0.1129032258064516
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,ZIP,100,0.8064516129032258
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,Geom,5,0.0403225806451612
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,Binomial,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,ZIP,Bernoulli,4,0.032258064516129
common,kbar,3.0,8,3200,8,LibraryDP,Geom,Poisson,1,0.0068493150684931
common,kbar,3.0,8,3200,8,LibraryDP,Geom,NB,64,0.4383561643835616
common,kbar,3.0,8,3200,8,LibraryDP,Geom,ZIP,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Geom,Geom,80,0.547945205479452
common,kbar,3.0,8,3200,8,LibraryDP,Geom,Binomial,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Geom,Bernoulli,1,0.0068493150684931
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,Poisson,13,0.1048387096774193
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,NB,15,0.1209677419354838
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,Geom,0,0.0
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,Binomial,89,0.717741935483871
common,kbar,3.0,8,3200,8,LibraryDP,Binomial,Bernoulli,7,0.0564516129032258
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Poisson,21,0.1510791366906475
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,NB,17,0.1223021582733813
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,ZIP,1,0.0071942446043165
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Geom,16,0.1151079136690647
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Bernoulli,83,0.5971223021582733
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Poisson,44,0.3697478991596639
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,NB,30,0.2521008403361344
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,ZIP,0,0.0
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Geom,0,0.0
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Binomial,43,0.361344537815126
common,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Bernoulli,2,0.0168067226890756
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,Poisson,30,0.2027027027027027
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,NB,72,0.4864864864864865
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,ZIP,6,0.0405405405405405
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,Geom,17,0.1148648648648648
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,Binomial,8,0.054054054054054
common,kbar,3.0,8,3200,8,LibraryGreedy,NB,Bernoulli,15,0.1013513513513513
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Poisson,6,0.0483870967741935
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,NB,27,0.2177419354838709
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,ZIP,77,0.6209677419354839
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Geom,11,0.0887096774193548
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Bernoulli,3,0.0241935483870967
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Poisson,3,0.0205479452054794
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,NB,75,0.5136986301369864
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,ZIP,0,0.0
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Geom,67,0.4589041095890411
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Binomial,0,0.0
common,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Bernoulli,1,0.0068493150684931
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Poisson,17,0.1370967741935483
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,NB,19,0.1532258064516129
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,ZIP,1,0.0080645161290322
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Binomial,76,0.6129032258064516
common,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Bernoulli,10,0.0806451612903225
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Poisson,20,0.1438848920863309
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,NB,43,0.3093525179856115
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,ZIP,6,0.0431654676258992
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Geom,11,0.079136690647482
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Binomial,4,0.0287769784172661
common,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,55,0.39568345323741
common,kbar,3.0,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
common,kbar,3.0,8,3200,8,OracleDP,Poisson,NB,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Poisson,Geom,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,NB,Poisson,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,NB,NB,148,1.0
common,kbar,3.0,8,3200,8,OracleDP,NB,ZIP,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,NB,Geom,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,NB,Binomial,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,NB,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,Geom,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,Poisson,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,NB,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,ZIP,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,Geom,146,1.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,Binomial,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,NB,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,Geom,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
common,kbar,3.0,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
common,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,Poisson,117,0.9831932773109244
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,NB,2,0.0168067226890756
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Poisson,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,Poisson,9,0.0608108108108108
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,NB,138,0.9324324324324323
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,Geom,1,0.0067567567567567
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,NB,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,Poisson,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,NB,5,0.0403225806451612
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,ZIP,113,0.9112903225806452
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,Geom,4,0.032258064516129
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,Binomial,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryDP,ZIP,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,NB,24,0.1643835616438356
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,Geom,120,0.821917808219178
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,Binomial,1,0.0068493150684931
expanded,kbar,1.0,8,3200,8,LibraryDP,Geom,Bernoulli,1,0.0068493150684931
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,Poisson,10,0.0806451612903225
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,NB,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,Geom,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,Binomial,109,0.8790322580645161
expanded,kbar,1.0,8,3200,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,Poisson,5,0.0359712230215827
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,NB,4,0.0287769784172661
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,Geom,2,0.014388489208633
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
expanded,kbar,1.0,8,3200,8,LibraryDP,Bernoulli,Bernoulli,127,0.9136690647482014
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,Poisson,116,0.9747899159663864
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,NB,2,0.0168067226890756
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,Binomial,1,0.0084033613445378
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,Poisson,10,0.0675675675675675
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,NB,134,0.9054054054054054
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,Geom,1,0.0067567567567567
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,Binomial,2,0.0135135135135135
expanded,kbar,1.0,8,3200,8,LibraryGreedy,NB,Bernoulli,1,0.0067567567567567
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,NB,5,0.0403225806451612
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,ZIP,109,0.8790322580645161
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,Geom,8,0.064516129032258
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,Binomial,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryGreedy,ZIP,Bernoulli,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,Poisson,1,0.0068493150684931
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,NB,22,0.1506849315068493
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,Geom,123,0.8424657534246576
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Geom,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,Poisson,11,0.0887096774193548
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,NB,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,Binomial,108,0.8709677419354839
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Binomial,Bernoulli,3,0.0241935483870967
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,Poisson,5,0.0359712230215827
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,NB,4,0.0287769784172661
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,ZIP,2,0.014388489208633
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,Geom,5,0.0359712230215827
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,123,0.8848920863309353
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,NB,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,NB,148,1.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,NB,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,NB,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,Geom,146,1.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,NB,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
expanded,kbar,1.0,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
expanded,kbar,1.0,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,Poisson,111,0.9327731092436976
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,NB,7,0.0588235294117647
expanded,kbar,1.5,8,3200,8,LibraryDP,Poisson,ZIP,0,0.0
