alpha_regime,sweep,anchor_d,anchor_N,kbar_in,d,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,mean_realized_avg_indegree,se_realized_avg_indegree,parallel_workers,completed_reps,mean_directed_f1,se_directed_f1,mean_skeleton_f1,se_skeleton_f1,mean_exact_dag,se_exact_dag,mean_family_accuracy,se_family_accuracy,mean_alpha_rmse_if_exact,se_alpha_rmse_if_exact,valid_alpha_rmse_reps,mean_alpha_rmse_on_correct_edges,se_alpha_rmse_on_correct_edges,valid_alpha_correct_edge_reps,mean_alpha_mape_on_correct_edges_pct,se_alpha_mape_on_correct_edges_pct,mean_alpha_rmse_on_true_edges,se_alpha_rmse_on_true_edges,mean_n_correct_directed_edges,mean_runtime_sec,se_runtime_sec,mean_local_score_runtime_sec,se_local_score_runtime_sec,mean_search_runtime_sec,se_search_runtime_sec,mean_n_local_scores_evaluated
expanded,d,7,3200,1.5,7.0,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.428571428571428,6.69489673871845e-17,12,100,0.898664918758572,0.01466674761040761,0.930515055463972,0.009023746992093412,0.47,0.05016135580465918,0.8128571428571427,0.018352578867910238,0.059475848591224886,0.005194411211482281,47,0.16879039661258116,0.02886941849192486,100,9.982745402847392,1.2260755189478074,0.28282886037864,0.0349646536642262,8.99,14.721026679000351,0.4896361676677265,14.720682951999333,0.4896361776842152,0.0003437270010181237,5.612155308066305e-06,441.0
expanded,d,7,3200,1.5,7.0,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.428571428571428,6.69489673871845e-17,12,100,0.8631663796300021,0.018392306570995894,0.9294842208015583,0.008212958394241843,0.39,0.04902071300001973,0.7757142857142858,0.021126295139478342,0.0628955932144059,0.00605095550254658,39,0.17821374424070402,0.024717555761402627,100,11.389625743184522,1.7373154079548931,0.33648417365491257,0.035162691581036215,8.51,1.6724940869995044,0.06908743491895553,1.6685737610026263,0.06905303922538587,0.003920325996878091,8.11725026209655e-05,95.1
expanded,d,7,3200,1.5,7.0,OracleDP,0.2,2.0,5,1.5,exact_edges,1.428571428571428,6.69489673871845e-17,12,100,0.9655538672302706,0.00835336839706858,0.9708395815159848,0.006067533720685207,0.68,0.04688261722621506,1.0,0.0,0.06030504002135138,0.005195636677240406,68,0.10833268950109863,0.04614163085295381,100,7.551881650331581,2.694704997906754,0.1325145091845833,0.033217883573646315,9.64,3.3543755449992023,0.3114433484760565,3.3540422090001814,0.31144294855130383,0.0003333359990210738,5.878703183041914e-06,441.0
expanded,d,7,3200,1.5,7.0,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.428571428571428,6.69489673871845e-17,12,100,0.5362975349384018,0.022806804472358135,0.8926432748538013,0.006844732125118614,0.0,0.0,,,,,0,,,0,,,,,4.36,5.933462090999674,0.2013169751306282,,,,,
expanded,d,7,3200,1.5,7.0,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.428571428571428,6.69489673871845e-17,12,100,0.6763399865700178,0.013594510960781722,0.8210454926910035,0.008461907981735645,0.01,0.009999999999999998,,,,,0,,,0,,,,,7.41,2.3956502639999964,0.22605657776149432,,,,,
expanded,d,8,3200,1.5,8.0,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8838850490893968,0.013775814686883001,0.9109346468346468,0.010468324184350349,0.38,0.048783173121456344,0.81,0.015938644987589255,0.05929201255504087,0.005541721452448816,38,0.23968167402277263,0.03880809100529211,100,14.80855724027023,2.4461612609842076,0.35731631832207056,0.041217424542448755,10.66,35.496344185000055,0.9848207404154132,35.49552932599967,0.9848170663301167,0.0008148590003838762,1.6251944959837603e-05,960.0
expanded,d,8,3200,1.5,8.0,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.849279170105257,0.01827288540326582,0.9244586775543298,0.008698724922114032,0.32,0.04688261722621506,0.75625,0.02044138886641215,0.07027925284810473,0.008252522155076391,32,0.3083509660549665,0.04209923600713322,100,16.87009740294301,2.4767183708000187,0.4265091411287404,0.041854125898728146,10.05,2.389033215000818,0.09202161207153743,2.3823622509928826,0.09194755193616898,0.006670964007935254,0.0001417420484872993,130.43
expanded,d,8,3200,1.5,8.0,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9636854763593894,0.00664575576338948,0.9710051581268972,0.004662935270643415,0.59,0.04943110704237103,1.0,0.0,0.06596352121233226,0.007194735006017698,59,0.11086632258842767,0.01921768576336113,100,6.800291133542024,0.8540749695744131,0.1483863230078269,0.023497559526659613,11.58,8.391473157999572,0.7543806475739996,8.390746011999727,0.754380062863936,0.0007271459998446516,1.3911183366259486e-05,960.0
expanded,d,8,3200,1.5,8.0,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.525808822315418,0.020347344304406396,0.877077971608864,0.007023407613529545,0.0,0.0,,,,,0,,,0,,,,,5.08,9.944446307998879,0.32404191454654707,,,,,
expanded,d,8,3200,1.5,8.0,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6630071487957677,0.014987625866496832,0.8089162189664427,0.008984157625956493,0.01,0.009999999999999998,,,,,0,,,0,,,,,8.93,3.172470932000142,0.3061711350898021,,,,,
expanded,d,9,3200,1.5,9.0,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5555555555555551,4.463264492478967e-17,12,100,0.809825772463836,0.015360076001348958,0.8517242942273205,0.011497700899477398,0.18,0.03861229196653691,0.7455555555555554,0.015736878115894463,0.0644025921491766,0.009103983679921015,18,0.3197198744193324,0.0368085287067916,100,20.05065419607652,2.6500410600061075,0.5025199491670809,0.03825303515287041,11.49,77.50858546500123,2.0836819156457107,77.5068093300004,2.0836776136086126,0.0017761350008368027,2.7452362124332847e-05,1971.0
expanded,d,9,3200,1.5,9.0,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5555555555555551,4.463264492478967e-17,12,100,0.8449643730224377,0.01563279856376975,0.9059943112299064,0.008870892935196226,0.23,0.04229525846816507,0.7411111111111112,0.01737585793442948,0.06316975998043217,0.007412423733552657,23,0.3066678718282349,0.0368257698586908,100,18.05715465511076,2.3759776312615073,0.4482422039842553,0.038504838888431,11.73,3.23727539099913,0.11583845868234269,3.226988804998109,0.11574439188836723,0.010286586001020623,0.00016191412183791447,173.54
expanded,d,9,3200,1.5,9.0,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5555555555555551,4.463264492478967e-17,12,100,0.948903353248737,0.009294640582870087,0.9575988018953815,0.007158039886035092,0.58,0.04960449637488583,1.0,0.0,0.05388468945621748,0.003723758500087182,58,0.10983744678319624,0.018308616315327174,100,7.3104560488819414,0.9746635965177586,0.1717468802741461,0.023789699669877006,13.32,16.97547192399972,1.560365336152379,16.97376914699984,1.5603617370465444,0.0017027769998821897,2.5103479230017872e-05,1971.0
expanded,d,9,3200,1.5,9.0,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5555555555555551,4.463264492478967e-17,12,100,0.48288415116538685,0.01726634672217798,0.8617256601691383,0.006412575267168907,0.0,0.0,,,,,0,,,0,,,,,5.35,13.42523417900098,0.4401370902508209,,,,,
expanded,d,9,3200,1.5,9.0,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5555555555555551,4.463264492478967e-17,12,100,0.6630015013221936,0.012637060698907765,0.7974754483749062,0.007812801424890926,0.01,0.009999999999999998,,,,,0,,,0,,,,,10.54,4.431747820999153,0.3938606203208049,,,,,
expanded,d,10,3200,1.5,10.0,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.7880928909510996,0.01604860790150492,0.8447919809063401,0.011306547074301444,0.16,0.03684529491774706,0.7500000000000001,0.01585922922197518,0.059866592852215524,0.00803238067022497,16,0.34348953319940817,0.04367814921344975,100,21.67012643295496,3.5268136171272224,0.5463700331582247,0.04157399726511226,12.2,128.05176641299985,3.4491096086575306,128.04790000599954,3.4490928649070582,0.0038664070003142114,6.725503766057722e-05,3820.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8739596832379093,0.014224151889404615,0.9269821042540454,0.007681614614544793,0.28,0.04512608598542129,0.7800000000000001,0.01576340218623025,0.05293511950273157,0.005463766888924218,28,0.1911539650080547,0.024293921286403015,100,10.430460877117403,1.1297331620077953,0.3287784046692434,0.03138230667775288,13.02,3.410944826999621,0.10779606277693865,3.397374221001664,0.10769116234790081,0.01357060599795659,0.00021997417167830472,214.24
expanded,d,10,3200,1.5,10.0,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9511564942896722,0.008277079843778633,0.9581494698956509,0.006324349348281522,0.46,0.05009082659620331,1.0,0.0,0.054904603859032085,0.0040585866400421,46,0.10815859052596372,0.0179648052982092,100,7.531134110172782,1.4755758637583574,0.1623672758173618,0.02276989011450751,14.37,28.867534174998,2.0574068056777834,28.863755110998753,2.0573928703105797,0.003779063999245409,5.2248420479070506e-05,3820.0
expanded,d,10,3200,1.5,10.0,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.5198875947985936,0.019298206681549385,0.8709214362904016,0.006555278904222699,0.0,0.0,,,,,0,,,0,,,,,6.27,15.504271161998913,0.589792231848382,,,,,
expanded,d,10,3200,1.5,10.0,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6332069527054063,0.012545230019819211,0.7738907588975167,0.008611558448241368,0.0,0.0,,,,,0,,,0,,,,,11.08,4.046342414999526,0.40644547766735667,,,,,
