alpha_regime,sweep,N,anchor_d,anchor_N,kbar_in,d,method,true_family,selected_family,count,row_rate
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,ZIP,124,1.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,ZIP,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,Poisson,118,0.9915966386554622
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,NB,1,0.0084033613445378
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,Poisson,5,0.0337837837837837
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,NB,140,0.945945945945946
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,Geom,3,0.0202702702702702
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,NB,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,NB,2,0.0161290322580645
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,ZIP,120,0.967741935483871
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,Geom,2,0.0161290322580645
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,ZIP,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,NB,25,0.1712328767123287
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,Geom,121,0.8287671232876712
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,Poisson,8,0.064516129032258
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,Geom,1,0.0080645161290322
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,Binomial,112,0.9032258064516128
common,N,3200.0,8,3200,1.5,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,Poisson,14,0.1007194244604316
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,Geom,8,0.0575539568345323
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,N,3200.0,8,3200,1.5,8,LibraryDP,Bernoulli,Bernoulli,116,0.8345323741007195
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,Poisson,107,0.8991596638655462
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,NB,7,0.0588235294117647
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,ZIP,1,0.0084033613445378
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,Binomial,4,0.0336134453781512
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,Poisson,6,0.0405405405405405
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,NB,134,0.9054054054054054
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,ZIP,3,0.0202702702702702
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,Geom,4,0.027027027027027
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,Binomial,1,0.0067567567567567
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,NB,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,NB,8,0.064516129032258
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,ZIP,113,0.9112903225806452
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,Geom,3,0.0241935483870967
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,NB,28,0.1917808219178082
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,Geom,118,0.8082191780821918
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,Poisson,9,0.0725806451612903
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,NB,2,0.0161290322580645
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,Binomial,107,0.8629032258064516
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Binomial,Bernoulli,6,0.0483870967741935
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,Poisson,16,0.1151079136690647
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,NB,3,0.0215827338129496
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,Geom,8,0.0575539568345323
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,LibraryGreedy,Bernoulli,Bernoulli,112,0.8057553956834532
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,Poisson,119,1.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Poisson,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,NB,148,1.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,NB,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,ZIP,124,1.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,ZIP,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,3200.0,8,3200,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,Poisson,119,1.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,Poisson,2,0.0135135135135135
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,NB,142,0.9594594594594594
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,ZIP,1,0.0067567567567567
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,Geom,3,0.0202702702702702
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,NB,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,NB,1,0.0080645161290322
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,ZIP,121,0.9758064516129032
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,Geom,2,0.0161290322580645
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,ZIP,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,NB,24,0.1643835616438356
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,Geom,122,0.8356164383561644
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,Poisson,5,0.0403225806451612
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,Geom,1,0.0080645161290322
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,Binomial,115,0.9274193548387096
common,N,6400.0,8,6400,1.5,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,Poisson,4,0.0287769784172661
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,Geom,5,0.0359712230215827
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,N,6400.0,8,6400,1.5,8,LibraryDP,Bernoulli,Bernoulli,129,0.9280575539568344
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,Poisson,111,0.9327731092436976
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,NB,3,0.0252100840336134
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,Geom,1,0.0084033613445378
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,Binomial,4,0.0336134453781512
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,Poisson,2,0.0135135135135135
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,NB,140,0.945945945945946
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,Geom,4,0.027027027027027
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,Binomial,2,0.0135135135135135
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,NB,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,NB,5,0.0403225806451612
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,ZIP,116,0.935483870967742
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,Geom,3,0.0241935483870967
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,NB,25,0.1712328767123287
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,Geom,121,0.8287671232876712
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,Poisson,7,0.0564516129032258
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,NB,1,0.0080645161290322
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,Binomial,113,0.9112903225806452
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Binomial,Bernoulli,3,0.0241935483870967
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,Poisson,5,0.0359712230215827
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,NB,6,0.0431654676258992
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,Geom,5,0.0359712230215827
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,Binomial,1,0.0071942446043165
common,N,6400.0,8,6400,1.5,8,LibraryGreedy,Bernoulli,Bernoulli,122,0.8776978417266187
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,Poisson,119,1.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Poisson,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,NB,148,1.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,NB,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,ZIP,124,1.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,ZIP,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,6400.0,8,6400,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,Poisson,119,1.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,NB,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,Poisson,2,0.0135135135135135
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,NB,144,0.972972972972973
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,Geom,2,0.0135135135135135
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,NB,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,Poisson,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,NB,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,ZIP,123,0.9919354838709676
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,Geom,1,0.0080645161290322
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,ZIP,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,NB,21,0.1438356164383561
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,Geom,125,0.8561643835616438
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,Poisson,5,0.0403225806451612
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,Geom,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,Binomial,118,0.9516129032258064
common,N,10000.0,8,10000,1.5,8,LibraryDP,Binomial,Bernoulli,1,0.0080645161290322
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,Poisson,10,0.0719424460431654
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,Geom,2,0.014388489208633
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,N,10000.0,8,10000,1.5,8,LibraryDP,Bernoulli,Bernoulli,126,0.9064748201438848
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,Poisson,110,0.9243697478991596
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,NB,5,0.042016806722689
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,Geom,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,Binomial,4,0.0336134453781512
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,Poisson,4,0.027027027027027
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,NB,140,0.945945945945946
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,Geom,2,0.0135135135135135
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,Binomial,2,0.0135135135135135
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,NB,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,Poisson,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,NB,5,0.0403225806451612
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,ZIP,118,0.9516129032258064
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,Geom,1,0.0080645161290322
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,Poisson,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,NB,24,0.1643835616438356
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,Geom,122,0.8356164383561644
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,Poisson,6,0.0483870967741935
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,NB,1,0.0080645161290322
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,Geom,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,Binomial,114,0.9193548387096774
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Binomial,Bernoulli,3,0.0241935483870967
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Bernoulli,Poisson,10,0.0719424460431654
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Bernoulli,NB,6,0.0431654676258992
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,N,10000.0,8,10000,1.5,8,LibraryGreedy,Bernoulli,Geom,3,0.0215827338129496
