alpha_regime,sweep,N,anchor_d,anchor_N,kbar_in,d,method,true_family,selected_family,count,row_rate
common,N,400.0,8,400,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,400.0,8,400,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,400.0,8,400,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,400.0,8,400,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,Poisson,118,0.9915966386554622
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,NB,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,Binomial,1,0.0084033613445378
common,N,800.0,8,800,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,NB,Poisson,16,0.1081081081081081
common,N,800.0,8,800,1.5,8,LibraryDP,NB,NB,120,0.8108108108108109
common,N,800.0,8,800,1.5,8,LibraryDP,NB,ZIP,4,0.027027027027027
common,N,800.0,8,800,1.5,8,LibraryDP,NB,Geom,6,0.0405405405405405
common,N,800.0,8,800,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,NB,Bernoulli,2,0.0135135135135135
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,Poisson,1,0.0080645161290322
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,NB,4,0.032258064516129
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,ZIP,110,0.8870967741935484
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,Geom,8,0.064516129032258
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,ZIP,Bernoulli,1,0.0080645161290322
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,NB,27,0.184931506849315
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,Geom,119,0.815068493150685
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,Poisson,12,0.0967741935483871
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,Geom,1,0.0080645161290322
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,Binomial,108,0.8709677419354839
common,N,800.0,8,800,1.5,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,Poisson,22,0.158273381294964
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,Geom,11,0.079136690647482
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,N,800.0,8,800,1.5,8,LibraryDP,Bernoulli,Bernoulli,105,0.7553956834532374
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,Poisson,113,0.9495798319327732
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,NB,2,0.0168067226890756
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,Geom,1,0.0084033613445378
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,Binomial,3,0.0252100840336134
common,N,800.0,8,800,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,Poisson,20,0.1351351351351351
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,NB,117,0.7905405405405406
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,ZIP,4,0.027027027027027
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,Geom,6,0.0405405405405405
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,NB,Bernoulli,1,0.0067567567567567
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,Poisson,2,0.0161290322580645
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,NB,8,0.064516129032258
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,ZIP,106,0.8548387096774194
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,Geom,8,0.064516129032258
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,NB,32,0.2191780821917808
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,Geom,114,0.7808219178082192
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,Poisson,14,0.1129032258064516
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,NB,3,0.0241935483870967
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,Binomial,103,0.8306451612903226
common,N,800.0,8,800,1.5,8,LibraryGreedy,Binomial,Bernoulli,3,0.0241935483870967
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,Poisson,22,0.158273381294964
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,NB,3,0.0215827338129496
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,ZIP,1,0.0071942446043165
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,Geom,11,0.079136690647482
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,Binomial,1,0.0071942446043165
common,N,800.0,8,800,1.5,8,LibraryGreedy,Bernoulli,Bernoulli,101,0.7266187050359713
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,Poisson,119,1.0
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,NB,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,Geom,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Poisson,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,NB,148,1.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,Geom,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,NB,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,NB,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,ZIP,124,1.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,Geom,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,ZIP,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,NB,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,800.0,8,800,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,800.0,8,800,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,Poisson,119,1.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,Poisson,6,0.0405405405405405
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,NB,138,0.9324324324324323
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,ZIP,2,0.0135135135135135
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,Geom,2,0.0135135135135135
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,NB,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,NB,1,0.0080645161290322
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,ZIP,114,0.9193548387096774
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,Geom,9,0.0725806451612903
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,ZIP,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,NB,29,0.1986301369863013
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,Geom,117,0.8013698630136986
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,Poisson,12,0.0967741935483871
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,Binomial,109,0.8790322580645161
common,N,1600.0,8,1600,1.5,8,LibraryDP,Binomial,Bernoulli,3,0.0241935483870967
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,Poisson,19,0.1366906474820144
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,Geom,6,0.0431654676258992
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryDP,Bernoulli,Bernoulli,114,0.8201438848920863
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,Poisson,110,0.9243697478991596
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,NB,3,0.0252100840336134
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,Binomial,6,0.0504201680672268
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,Poisson,10,0.0675675675675675
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,NB,131,0.8851351351351351
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,ZIP,2,0.0135135135135135
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,Geom,3,0.0202702702702702
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,Binomial,1,0.0067567567567567
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,NB,Bernoulli,1,0.0067567567567567
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,NB,4,0.032258064516129
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,ZIP,111,0.8951612903225806
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,Geom,8,0.064516129032258
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,ZIP,Bernoulli,1,0.0080645161290322
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,NB,32,0.2191780821917808
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,Geom,114,0.7808219178082192
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,Poisson,14,0.1129032258064516
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,NB,1,0.0080645161290322
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,ZIP,1,0.0080645161290322
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,Binomial,103,0.8306451612903226
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Binomial,Bernoulli,5,0.0403225806451612
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,Poisson,16,0.1151079136690647
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,NB,8,0.0575539568345323
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,Geom,9,0.0647482014388489
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,LibraryGreedy,Bernoulli,Bernoulli,106,0.762589928057554
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,Poisson,119,1.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Poisson,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,NB,148,1.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,NB,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,ZIP,124,1.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,ZIP,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,Geom,146,1.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Geom,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,Binomial,124,1.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Binomial,Bernoulli,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,Poisson,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,NB,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,ZIP,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,Geom,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,Binomial,0,0.0
common,N,1600.0,8,1600,1.5,8,OracleDP,Bernoulli,Bernoulli,139,1.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,Poisson,119,1.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Poisson,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,Poisson,5,0.0337837837837837
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,NB,139,0.9391891891891893
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,ZIP,1,0.0067567567567567
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,Geom,3,0.0202702702702702
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,NB,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,NB,1,0.0080645161290322
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,ZIP,119,0.9596774193548387
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,Geom,4,0.032258064516129
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,ZIP,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,NB,24,0.1643835616438356
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,Geom,122,0.8356164383561644
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Geom,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,Poisson,8,0.064516129032258
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,Geom,2,0.0161290322580645
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,Binomial,113,0.9112903225806452
common,N,2400.0,8,2400,1.5,8,LibraryDP,Binomial,Bernoulli,1,0.0080645161290322
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,Poisson,13,0.0935251798561151
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,Geom,4,0.0287769784172661
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,Binomial,1,0.0071942446043165
common,N,2400.0,8,2400,1.5,8,LibraryDP,Bernoulli,Bernoulli,121,0.8705035971223022
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,Poisson,108,0.907563025210084
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,NB,5,0.042016806722689
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,ZIP,1,0.0084033613445378
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,Binomial,5,0.042016806722689
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,Poisson,9,0.0608108108108108
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,NB,133,0.8986486486486487
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,ZIP,3,0.0202702702702702
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,Geom,2,0.0135135135135135
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,Binomial,1,0.0067567567567567
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,NB,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,NB,3,0.0241935483870967
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,ZIP,115,0.9274193548387096
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,Geom,5,0.0403225806451612
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,ZIP,Bernoulli,1,0.0080645161290322
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,Poisson,1,0.0068493150684931
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,NB,26,0.1780821917808219
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,Geom,119,0.815068493150685
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Geom,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,Poisson,9,0.0725806451612903
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,NB,2,0.0161290322580645
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,Geom,1,0.0080645161290322
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,Binomial,111,0.8951612903225806
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Binomial,Bernoulli,1,0.0080645161290322
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,Poisson,14,0.1007194244604316
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,NB,4,0.0287769784172661
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,Geom,6,0.0431654676258992
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,Binomial,1,0.0071942446043165
common,N,2400.0,8,2400,1.5,8,LibraryGreedy,Bernoulli,Bernoulli,114,0.8201438848920863
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,Poisson,119,1.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,NB,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,Binomial,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,Poisson,Bernoulli,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,Poisson,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,NB,148,1.0
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,ZIP,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,Geom,0,0.0
common,N,2400.0,8,2400,1.5,8,OracleDP,NB,Binomial,0,0.0
