alpha_regime,sweep,N,anchor_d,anchor_N,kbar_in,d,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,mean_realized_avg_indegree,se_realized_avg_indegree,parallel_workers,completed_reps,mean_directed_f1,se_directed_f1,mean_skeleton_f1,se_skeleton_f1,mean_exact_dag,se_exact_dag,mean_family_accuracy,se_family_accuracy,mean_alpha_rmse_if_exact,se_alpha_rmse_if_exact,valid_alpha_rmse_reps,mean_alpha_rmse_on_correct_edges,se_alpha_rmse_on_correct_edges,valid_alpha_correct_edge_reps,mean_alpha_mape_on_correct_edges_pct,se_alpha_mape_on_correct_edges_pct,mean_alpha_rmse_on_true_edges,se_alpha_rmse_on_true_edges,mean_n_correct_directed_edges,mean_runtime_sec,se_runtime_sec,mean_local_score_runtime_sec,se_local_score_runtime_sec,mean_search_runtime_sec,se_search_runtime_sec,mean_n_local_scores_evaluated
common,N,10000.0,8,10000,1.5,8,PoissonDAG-ODS,0.15,0.85,5,1.5,exact_edges,1.5,0.0,12,100,0.6276680717125831,0.0155892997630185,0.8626506792184528,0.0084909985291793,0.0,0.0,,,,,0,,,0,,,,,8.0,2.5067748760002724,0.1669748984318536,,,,,
expanded,N,100.0,8,100,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.7613344764058724,0.01645721014029519,0.8222756961827901,0.01134880696653146,0.07,0.02564323999762428,0.62375,0.019093652099717605,0.16970431155510876,0.03226006932524832,7,0.3876405474769897,0.03357553751893329,100,25.75666808300547,1.8445818454829794,0.6031185999767189,0.031268380864124326,8.54,1.5032732840020617,0.0320829081697935,1.5025309510002263,0.032083641015509,0.0007423330018355046,1.5136221619466467e-05,960.0
expanded,N,100.0,8,100,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6930892200857877,0.01852004194917194,0.8062161992596778,0.010449085057410927,0.03,0.01714466079977653,0.5675,0.0198176663356183,0.10838805818073728,0.0352789873844576,3,0.45657112470277944,0.04627205435785234,100,28.933828402637833,2.6420691637356626,0.7225840110104569,0.03530012907652546,7.47,0.11785725199995795,0.0032074357715000217,0.11397870299450005,0.0031411691610498888,0.0038785490054578987,9.70546249978542e-05,118.63
expanded,N,100.0,8,100,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8384236033988894,0.01041993861452343,0.8582782548496507,0.00881473149164407,0.08,0.027265992434429072,1.0,0.0,0.1819601819038334,0.02867936441813804,8,0.29190669987835993,0.019242556707800555,100,20.9576865644162,1.4156940002727871,0.4707046519225198,0.024492881393435986,9.52,0.36093824999945356,0.02448894211567334,0.3602416869990702,0.024485765668985558,0.0006965630003833212,1.336793975179457e-05,960.0
expanded,N,100.0,8,100,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.11415196078431372,0.014834996490097941,0.5457683915671532,0.009589155785237072,0.0,0.0,,,,,0,,,0,,,,,0.85,0.32338910700040285,0.012810965631615396,,,,,
expanded,N,100.0,8,100,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.5634001159419816,0.009681362275156872,0.6725837024474146,0.0064435648934302245,0.0,0.0,,,,,0,,,0,,,,,8.85,0.8819895800000813,0.07001090079836737,,,,,
expanded,N,200.0,8,200,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.7902799180986823,0.015474566177276185,0.8433512385402545,0.009823196786832442,0.07,0.02564323999762428,0.67125,0.015351006777762462,0.1333947966155449,0.019166342443025352,7,0.3803617218446822,0.045525616339620496,100,26.4612340591339,3.1765127304917913,0.570926749638311,0.03764207910917377,9.05,2.5762118270010976,0.05857735647619018,2.5754627549993163,0.058576479525029604,0.0007490720017813146,1.4828036001576409e-05,960.0
expanded,N,200.0,8,200,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.7508547332911174,0.016440418196139134,0.8398444229302352,0.009405554618903609,0.04,0.019694638556693237,0.6225,0.016664772619650305,0.14109042500494434,0.029504989198829722,4,0.44896052894452376,0.044243319140863754,100,26.308845439691176,2.293340699577792,0.6554872563483158,0.03318143181653835,8.39,0.19132847199914976,0.005850078554534463,0.18700689600518672,0.005774679744258369,0.004321575993963052,0.00010723714390312243,124.02
expanded,N,200.0,8,200,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8774350958728532,0.009615618796658518,0.8889789753343527,0.008385329445052103,0.12,0.032659863237109045,1.0,0.0,0.13777426295174686,0.020861233826354457,12,0.2541264369894369,0.030090928570456654,100,16.736531875059498,1.477640849499408,0.39543410804550233,0.030350405302042038,10.12,0.6013468829989143,0.045695204587633785,0.6006543079999392,0.045694793996853104,0.000692574998975033,1.2557173968945929e-05,960.0
expanded,N,200.0,8,200,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.21366784608580272,0.019135708284571784,0.6479378839255,0.008863137866183684,0.0,0.0,,,,,0,,,0,,,,,1.74,0.5452798799994344,0.02006962169024127,,,,,
expanded,N,200.0,8,200,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.5902909786459188,0.01158361371405568,0.696501688377019,0.0075659287788621115,0.0,0.0,,,,,0,,,0,,,,,9.01,1.0623716600000626,0.11770459384828331,,,,,
expanded,N,400.0,8,400,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8393873165481861,0.014408740857260984,0.8870964986704116,0.009172145585544635,0.15,0.03588702812826367,0.69875,0.016485281926676906,0.11496431474264797,0.010768882548331391,15,0.37364994418146524,0.043403832531345464,100,23.441591017187392,3.0047559806333157,0.4939262417514383,0.039561937513134644,9.85,4.567152781000041,0.11418793036091783,4.566450158999796,0.11418709264272582,0.0007026220002444461,1.0024562956119007e-05,960.0
expanded,N,400.0,8,400,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8038072206207219,0.017192741931284776,0.8881433574053713,0.008599582095029989,0.08,0.027265992434429072,0.65625,0.01660737559768021,0.10208950312250752,0.017007554814874763,8,0.41411020403675236,0.039546173890796614,100,24.176703534149603,2.394226231049244,0.5611749757939201,0.0382997470336963,9.19,0.32373876299956467,0.011078493505385341,0.31916125000134343,0.011031998349847912,0.004577512998221209,8.714770926239535e-05,125.74
expanded,N,400.0,8,400,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9166250657555007,0.007761404763631363,0.933450481563525,0.005569890637377124,0.25,0.04351941398892446,1.0,0.0,0.12091836053855225,0.010832935358079988,25,0.24182125153283882,0.028082894077373216,100,15.434695152226102,1.705868383378452,0.308337928228394,0.029173428953995856,10.83,1.0815994199998387,0.08920754840212033,1.0809014330002538,0.08920770425023046,0.0006979869995848276,1.350176451126286e-05,960.0
expanded,N,400.0,8,400,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.3222481817288319,0.019912198645170312,0.7343810864058544,0.00829406550297081,0.0,0.0,,,,,0,,,0,,,,,2.73,1.7889810869992653,0.06713554578853811,,,,,
expanded,N,400.0,8,400,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6351528472856864,0.010861146090199069,0.7332977843349636,0.006968571059323803,0.0,0.0,,,,,0,,,0,,,,,9.25,1.0404342799994628,0.10452110295702104,,,,,
expanded,N,800.0,8,800,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8373544323631279,0.01564142351195355,0.8861841252145602,0.010192424094183434,0.21,0.040936018074033236,0.74625,0.016990694868698343,0.10063061819242879,0.009926485961498567,21,0.32368971269800506,0.041938480198189576,100,23.81289922061213,3.5078961135348914,0.47004544854457775,0.04103849955516287,9.98,8.720702592000599,0.2392832955621072,8.719969173999708,0.23928314054462,0.0007334180008911062,1.3750407913410283e-05,960.0
expanded,N,800.0,8,800,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.7958791382530513,0.018232146794583175,0.8876917324221674,0.008920595690298074,0.14,0.034873508801977704,0.71125,0.019759842835632292,0.09656407539998327,0.009876457119075767,14,0.4189930630142843,0.04799832856088654,100,23.726208262341657,2.5066131941175525,0.5611847599187738,0.042898918777322735,9.24,0.5874006510002073,0.0198778052422914,0.5822947039976134,0.01982415464650917,0.005105947002593893,0.00011061243777270313,128.25
expanded,N,800.0,8,800,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9290800735496388,0.007539079305234222,0.9399608985217682,0.006130177772412472,0.29,0.04560480215720686,1.0,0.0,0.09090966533524164,0.007622041305389744,29,0.15900967397600593,0.02443227674776226,100,11.075872891184671,1.5490231496711866,0.25756669865337334,0.028473271185287634,11.01,2.0140240649989574,0.17333344492412173,2.013316281999141,0.17333080449993404,0.0007077829998161178,1.4171375505901574e-05,960.0
expanded,N,800.0,8,800,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.3857682899801623,0.022187680059057278,0.783859658349159,0.009149349500959634,0.0,0.0,,,,,0,,,0,,,,,3.45,3.6048744060001625,0.13095682888324986,,,,,
expanded,N,800.0,8,800,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6355741966009566,0.00929734591685518,0.7563882499541387,0.006193626248616942,0.0,0.0,,,,,0,,,0,,,,,9.15,1.3027329699996335,0.11372886945032576,,,,,
expanded,N,1600.0,8,1600,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8720476494519973,0.014233705632438181,0.9082808035764558,0.01019201645175173,0.32,0.04688261722621506,0.77125,0.015896504761624915,0.07597659185383582,0.008306342052124643,32,0.24794348566053603,0.030678825186121073,100,17.083215252693243,2.75642824555397,0.3728226796404387,0.037169683129672705,10.53,17.564200200001068,0.4664554297082481,17.563464725000085,0.4664541268638588,0.0007354750009835698,9.414374732981252e-06,960.0
expanded,N,1600.0,8,1600,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8447559252341861,0.016264454387111913,0.9146270830618658,0.009095442312888327,0.26,0.0440844002276808,0.735,0.017880071859390546,0.08222263590763204,0.011490316411671843,26,0.27020984817244753,0.028750560549271227,100,15.218144692276928,1.7187372382018407,0.4375028551338262,0.03546110337224971,9.98,1.2120675840006152,0.0427341449693774,1.2063246950073516,0.0426878576543578,0.005742888993263477,9.057014008006638e-05,129.93
expanded,N,1600.0,8,1600,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9572099832534614,0.00688327191210438,0.9630623642058425,0.005626829403268898,0.56,0.04988876515698589,1.0,0.0,0.08004958251342915,0.006801182190308922,56,0.13596639581718933,0.02271204402477267,100,8.833188937833567,1.2698340469698186,0.17881289216433108,0.026373346507931654,11.48,4.129467336000235,0.36662012751144,4.128732558000047,0.3666194980140283,0.0007347780001873616,1.8101531450874646e-05,960.0
expanded,N,1600.0,8,1600,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.48123190207363714,0.01942566533880561,0.8320727213290142,0.007966732031455844,0.0,0.0,,,,,0,,,0,,,,,4.41,5.628781384999748,0.18599086226119027,,,,,
expanded,N,1600.0,8,1600,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.635658817714897,0.012934144690085586,0.7826326645373992,0.006851710226207379,0.0,0.0,,,,,0,,,0,,,,,8.8,2.0090278520001448,0.219603425285572,,,,,
expanded,N,2400.0,8,2400,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8655104598438932,0.014993674134658866,0.8987175677728902,0.01066340093479529,0.34,0.04760952285695233,0.78,0.016100222722595228,0.06933589250495711,0.007962904926217174,34,0.2815681984532257,0.039501807686805855,100,15.8838905130343,2.225314422058001,0.3981828767408345,0.04247460633792656,10.47,25.90710995600064,0.7040908299841959,25.906325607000618,0.7040908561224358,0.0007843490000232123,2.2451191207956084e-05,960.0
expanded,N,2400.0,8,2400,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8394010047923091,0.01695518945495981,0.9113431930388453,0.009184937958964736,0.23,0.04229525846816508,0.74,0.01817771418328754,0.0711823675515451,0.010773864869899874,23,0.3462812054303337,0.045398907960461636,100,18.322224492719897,2.384885125695715,0.465715019949648,0.043371900127379556,9.9,1.7459273329994176,0.05911160575596229,1.7397473060047195,0.05906365758494321,0.006180026994697983,9.9643526788388e-05,131.37
expanded,N,2400.0,8,2400,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9536465119421641,0.0075151564973089625,0.9600508409464932,0.006031712781687305,0.55,0.05,1.0,0.0,0.06167884007333837,0.005654916346238974,55,0.13407851961551784,0.028949939271331153,100,8.680269613186317,1.620948963549558,0.1883726394799448,0.03169070838138163,11.42,6.121277866000455,0.5451825181087744,6.1205554140004095,0.5451784260078169,0.0007224520000454504,1.6335446073948943e-05,960.0
expanded,N,2400.0,8,2400,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.4843697005534063,0.020558396078317002,0.8569862848821659,0.006759886187921442,0.0,0.0,,,,,0,,,0,,,,,4.57,7.5549909470007695,0.27815461897244487,,,,,
expanded,N,2400.0,8,2400,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6825217078161131,0.013550017982287615,0.7973906491745805,0.008715766217385488,0.0,0.0,,,,,0,,,0,,,,,9.24,2.4776042530000266,0.24317770722283844,,,,,
expanded,N,3200.0,8,3200,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8838850490893968,0.013775814686883,0.9109346468346468,0.0104683241843503,0.38,0.0487831731214563,0.81,0.0159386449875892,0.0592920125550408,0.0055417214524488,38,0.2396816740227726,0.0388080910052921,100,14.80855724027023,2.446161260984208,0.3573163183220705,0.0412174245424487,10.66,35.496344185000055,0.9848207404154132,35.49552932599967,0.9848170663301168,0.0008148590003838,1.6251944959837603e-05,960.0
expanded,N,3200.0,8,3200,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.849279170105257,0.0182728854032658,0.9244586775543298,0.008698724922114,0.32,0.046882617226215,0.75625,0.0204413888664121,0.0702792528481047,0.0082525221550763,32,0.3083509660549665,0.0420992360071332,100,16.87009740294301,2.4767183708000187,0.4265091411287404,0.0418541258987281,10.05,2.389033215000818,0.0920216120715374,2.3823622509928826,0.0919475519361689,0.0066709640079352,0.0001417420484872,130.43
expanded,N,3200.0,8,3200,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9636854763593894,0.0066457557633894,0.9710051581268972,0.0046629352706434,0.59,0.049431107042371,1.0,0.0,0.0659635212123322,0.0071947350060176,59,0.1108663225884276,0.0192176857633611,100,6.800291133542024,0.8540749695744131,0.1483863230078269,0.0234975595266596,11.58,8.391473157999572,0.7543806475739996,8.390746011999727,0.754380062863936,0.0007271459998446,1.3911183366259486e-05,960.0
expanded,N,3200.0,8,3200,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.525808822315418,0.0203473443044063,0.877077971608864,0.0070234076135295,0.0,0.0,,,,,0,,,0,,,,,5.08,9.94444630799888,0.324041914546547,,,,,
expanded,N,3200.0,8,3200,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6630071487957677,0.0149876258664968,0.8089162189664427,0.0089841576259564,0.01,0.0099999999999999,,,,,0,,,0,,,,,8.93,3.172470932000142,0.3061711350898021,,,,,
expanded,N,6400.0,8,6400,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8715092918353788,0.015389367048614303,0.9074284895458808,0.010895551142901999,0.43,0.0497569851956243,0.81375,0.0155390311763311,0.0457591971118578,0.004489879812681725,43,0.2893748640676428,0.04301031401431542,100,15.448107802028986,2.2763588933917527,0.40500652979116397,0.04412578060155642,10.54,67.11364498099996,1.8004892419616776,67.11289137300045,1.8004849936284046,0.000753607999504311,1.2034987811273707e-05,960.0
expanded,N,6400.0,8,6400,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8492702464583473,0.017172285864655874,0.9281503087301715,0.008121131899249606,0.38,0.048783173121456344,0.75875,0.01890758692785368,0.04592919751829522,0.004890655857103957,38,0.3011562325633384,0.043646074152226474,100,15.870230022761154,2.158768431395349,0.4199501311738167,0.044467684808023794,10.16,4.507161950000154,0.1419897227883409,4.5003083469954435,0.14196325199614437,0.006853603004710749,9.874509645006568e-05,130.98
expanded,N,6400.0,8,6400,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9705346609911827,0.006431053267866099,0.9761873416438632,0.004639477615473906,0.69,0.04648231987117317,1.0,0.0,0.04273270718834466,0.0030699691657210676,69,0.09608077144271929,0.020403157663500933,100,5.962263590550375,1.0372377671292794,0.1277166589899667,0.02470942685343653,11.73,15.974132659000315,1.4214786340488474,15.973411448000697,1.4214781068564302,0.0007212109996180515,1.3058152225080605e-05,960.0
expanded,N,6400.0,8,6400,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.5982462859077478,0.01804293204935851,0.9112036137775269,0.005504183929930548,0.0,0.0,,,,,0,,,0,,,,,6.0,16.98763667000021,0.49500715232355263,,,,,
expanded,N,6400.0,8,6400,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6690391502791548,0.015555106755844794,0.8240417359207706,0.007959731730289436,0.0,0.0,,,,,0,,,0,,,,,8.86,5.014244384999038,0.46161183111476267,,,,,
expanded,N,10000.0,8,10000,1.5,8,LibraryDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.872719811977683,0.014064318716521054,0.9114065845254751,0.009726953560897533,0.34,0.04760952285695234,0.81875,0.014583333333333334,0.032329924061483634,0.0028827593425966892,34,0.2939110445100603,0.04571901388012391,100,18.059110079511118,3.350039437640079,0.38331070513414034,0.045246852945070956,10.68,105.91399363199889,2.8490605719920756,105.91321106099902,2.849060815244731,0.000782570999872405,1.4102028368442811e-05,960.0
expanded,N,10000.0,8,10000,1.5,8,LibraryGreedy,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.8418288703300696,0.018417810620727247,0.9216514675618125,0.009461449438672328,0.34,0.04760952285695234,0.76625,0.018604655521420092,0.03561673555642577,0.003636599553673713,34,0.3134473983769512,0.045344309815657825,100,16.495501736974408,2.498261017379531,0.4264470869769801,0.04543011777943414,10.12,7.155287098999979,0.24674951001733386,7.147838473996817,0.24671688361757593,0.007448625003162306,0.00011085803159424259,132.2
expanded,N,10000.0,8,10000,1.5,8,OracleDP,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.9732805411979325,0.006867174251409142,0.9790193371845546,0.005294733802662042,0.78,0.04163331998932266,1.0,0.0,0.0334719572736943,0.0023979882771741736,78,0.08695145602106223,0.021406308024148696,100,4.846883148974356,0.8262450724344058,0.11676026852889647,0.025483700220785693,11.71,25.64861999300032,2.305271980486571,25.64787428700016,2.3052714537071237,0.0007457060001615901,1.2414981746386968e-05,960.0
expanded,N,10000.0,8,10000,1.5,8,PC-RCIT,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6336857880091222,0.018841205319140845,0.9286480331262941,0.005530824753391938,0.0,0.0,,,,,0,,,0,,,,,6.44,27.662682907000125,0.8802334906501053,,,,,
expanded,N,10000.0,8,10000,1.5,8,PoissonDAG-ODS,0.2,2.0,5,1.5,exact_edges,1.5,0.0,12,100,0.6815485564695122,0.014055414116073427,0.8297537786973583,0.008304337247478984,0.0,0.0,,,,,0,,,0,,,,,8.97,7.810852750999183,0.71090381012316,,,,,
