alpha_regime,sweep,anchor_d,anchor_N,kbar_in,d,method,true_family,selected_family,count,row_rate
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,Poisson,155,0.8659217877094972
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,NB,7,0.0391061452513966
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,Binomial,15,0.0837988826815642
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Poisson,Bernoulli,2,0.0111731843575419
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,Poisson,22,0.1301775147928994
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,NB,135,0.7988165680473372
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,ZIP,3,0.0177514792899408
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,Geom,5,0.029585798816568
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,Binomial,1,0.0059171597633136
expanded,d,10,3200,1.5,10.0,LibraryGreedy,NB,Bernoulli,3,0.0177514792899408
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,NB,19,0.1292517006802721
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,ZIP,117,0.7959183673469388
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,Geom,11,0.0748299319727891
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,ZIP,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,Poisson,4,0.0239520958083832
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,NB,33,0.1976047904191616
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,ZIP,1,0.0059880239520958
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,Geom,125,0.7485029940119761
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Geom,Bernoulli,4,0.0239520958083832
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,Poisson,24,0.1437125748502994
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,NB,7,0.0419161676646706
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,ZIP,1,0.0059880239520958
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,Geom,2,0.0119760479041916
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,Binomial,127,0.7604790419161677
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Binomial,Bernoulli,6,0.0359281437125748
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,Poisson,19,0.1111111111111111
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,NB,14,0.0818713450292397
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,ZIP,2,0.0116959064327485
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,Geom,14,0.0818713450292397
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,Binomial,1,0.0058479532163742
expanded,d,10,3200,1.5,10.0,LibraryGreedy,Bernoulli,Bernoulli,121,0.7076023391812866
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,Poisson,179,1.0
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,NB,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Poisson,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,NB,169,1.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,NB,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,NB,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,ZIP,147,1.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,ZIP,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,NB,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,Geom,167,1.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Geom,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,NB,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,Binomial,167,1.0
expanded,d,10,3200,1.5,10.0,OracleDP,Binomial,Bernoulli,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,Poisson,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,NB,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,ZIP,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,Geom,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,Binomial,0,0.0
expanded,d,10,3200,1.5,10.0,OracleDP,Bernoulli,Bernoulli,171,1.0
