alpha_regime,sweep,anchor_d,anchor_N,kbar_in,d,method,true_family,selected_family,count,row_rate
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,Poisson,67,0.9852941176470588
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,NB,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,ZIP,1,0.0147058823529411
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,Geom,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Poisson,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,NB,Poisson,3,0.0416666666666666
common,d,4,3200,1.5,4.0,LibraryDP,NB,NB,68,0.9444444444444444
common,d,4,3200,1.5,4.0,LibraryDP,NB,ZIP,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,NB,Geom,1,0.0138888888888888
common,d,4,3200,1.5,4.0,LibraryDP,NB,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,NB,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,Poisson,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,NB,1,0.0136986301369863
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,ZIP,72,0.9863013698630136
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,Geom,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,ZIP,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Geom,Poisson,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Geom,NB,12,0.2
common,d,4,3200,1.5,4.0,LibraryDP,Geom,ZIP,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Geom,Geom,48,0.8
common,d,4,3200,1.5,4.0,LibraryDP,Geom,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Geom,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,Poisson,7,0.1076923076923077
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,NB,1,0.0153846153846153
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,ZIP,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,Geom,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,Binomial,56,0.8615384615384616
common,d,4,3200,1.5,4.0,LibraryDP,Binomial,Bernoulli,1,0.0153846153846153
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,Poisson,8,0.1290322580645161
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,NB,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,ZIP,0,0.0
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,Geom,2,0.032258064516129
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,Binomial,1,0.0161290322580645
common,d,4,3200,1.5,4.0,LibraryDP,Bernoulli,Bernoulli,51,0.8225806451612904
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,Poisson,57,0.8382352941176471
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,NB,3,0.0441176470588235
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,ZIP,1,0.0147058823529411
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,Geom,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,Binomial,7,0.1029411764705882
common,d,4,3200,1.5,4.0,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,Poisson,6,0.0833333333333333
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,NB,62,0.8611111111111112
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,ZIP,1,0.0138888888888888
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,Geom,2,0.0277777777777777
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,NB,Bernoulli,1,0.0138888888888888
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,Poisson,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,NB,4,0.0547945205479452
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,ZIP,68,0.9315068493150684
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,Geom,1,0.0136986301369863
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,Poisson,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,NB,18,0.3
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,ZIP,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,Geom,42,0.7
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,Binomial,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Geom,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,Poisson,7,0.1076923076923077
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,NB,2,0.0307692307692307
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,ZIP,1,0.0153846153846153
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,Geom,0,0.0
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,Binomial,54,0.8307692307692308
common,d,4,3200,1.5,4.0,LibraryGreedy,Binomial,Bernoulli,1,0.0153846153846153
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,Poisson,5,0.0806451612903225
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,NB,5,0.0806451612903225
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,ZIP,1,0.0161290322580645
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,Geom,3,0.0483870967741935
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,Binomial,1,0.0161290322580645
common,d,4,3200,1.5,4.0,LibraryGreedy,Bernoulli,Bernoulli,47,0.7580645161290323
common,d,4,3200,1.5,4.0,OracleDP,Poisson,Poisson,68,1.0
common,d,4,3200,1.5,4.0,OracleDP,Poisson,NB,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Poisson,ZIP,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Poisson,Geom,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Poisson,Binomial,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Poisson,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,NB,Poisson,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,NB,NB,72,1.0
common,d,4,3200,1.5,4.0,OracleDP,NB,ZIP,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,NB,Geom,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,NB,Binomial,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,NB,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,Poisson,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,NB,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,ZIP,73,1.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,Geom,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,Binomial,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,ZIP,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,Poisson,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,NB,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,ZIP,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,Geom,60,1.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,Binomial,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Geom,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,Poisson,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,NB,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,ZIP,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,Geom,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,Binomial,65,1.0
common,d,4,3200,1.5,4.0,OracleDP,Binomial,Bernoulli,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,Poisson,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,NB,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,ZIP,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,Geom,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,Binomial,0,0.0
common,d,4,3200,1.5,4.0,OracleDP,Bernoulli,Bernoulli,62,1.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,Poisson,83,1.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,NB,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,Geom,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Poisson,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,NB,Poisson,6,0.072289156626506
common,d,5,3200,1.5,5.0,LibraryDP,NB,NB,76,0.9156626506024096
common,d,5,3200,1.5,5.0,LibraryDP,NB,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,NB,Geom,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,NB,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,NB,Bernoulli,1,0.0120481927710843
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,Poisson,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,NB,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,ZIP,87,1.0
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,Geom,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,ZIP,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Geom,Poisson,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Geom,NB,12,0.1643835616438356
common,d,5,3200,1.5,5.0,LibraryDP,Geom,ZIP,1,0.0136986301369863
common,d,5,3200,1.5,5.0,LibraryDP,Geom,Geom,60,0.821917808219178
common,d,5,3200,1.5,5.0,LibraryDP,Geom,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Geom,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,Poisson,4,0.048780487804878
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,NB,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,Geom,1,0.0121951219512195
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,Binomial,77,0.9390243902439024
common,d,5,3200,1.5,5.0,LibraryDP,Binomial,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,Poisson,6,0.0652173913043478
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,NB,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,Geom,3,0.0326086956521739
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryDP,Bernoulli,Bernoulli,83,0.9021739130434784
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,Poisson,67,0.8072289156626506
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,NB,7,0.0843373493975903
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,Geom,1,0.0120481927710843
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,Binomial,8,0.0963855421686747
common,d,5,3200,1.5,5.0,LibraryGreedy,Poisson,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,Poisson,8,0.0963855421686747
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,NB,71,0.8554216867469879
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,ZIP,1,0.0120481927710843
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,Geom,3,0.036144578313253
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,NB,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,Poisson,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,NB,6,0.0689655172413793
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,ZIP,81,0.9310344827586208
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,Geom,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,Poisson,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,NB,16,0.2191780821917808
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,ZIP,1,0.0136986301369863
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,Geom,56,0.7671232876712328
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,Binomial,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Geom,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,Poisson,6,0.073170731707317
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,NB,3,0.0365853658536585
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,Geom,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,Binomial,72,0.8780487804878049
common,d,5,3200,1.5,5.0,LibraryGreedy,Binomial,Bernoulli,1,0.0121951219512195
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,Poisson,6,0.0652173913043478
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,NB,11,0.1195652173913043
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,Geom,2,0.0217391304347826
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,Binomial,1,0.0108695652173913
common,d,5,3200,1.5,5.0,LibraryGreedy,Bernoulli,Bernoulli,72,0.782608695652174
common,d,5,3200,1.5,5.0,OracleDP,Poisson,Poisson,83,1.0
common,d,5,3200,1.5,5.0,OracleDP,Poisson,NB,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Poisson,ZIP,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Poisson,Geom,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Poisson,Binomial,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Poisson,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,NB,Poisson,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,NB,NB,83,1.0
common,d,5,3200,1.5,5.0,OracleDP,NB,ZIP,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,NB,Geom,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,NB,Binomial,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,NB,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,Poisson,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,NB,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,ZIP,87,1.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,Geom,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,Binomial,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,ZIP,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,Poisson,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,NB,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,ZIP,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,Geom,73,1.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,Binomial,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Geom,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,Poisson,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,NB,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,ZIP,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,Geom,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,Binomial,82,1.0
common,d,5,3200,1.5,5.0,OracleDP,Binomial,Bernoulli,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,Poisson,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,NB,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,ZIP,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,Geom,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,Binomial,0,0.0
common,d,5,3200,1.5,5.0,OracleDP,Bernoulli,Bernoulli,92,1.0
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,Poisson,84,0.9882352941176472
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,NB,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,ZIP,1,0.0117647058823529
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,Geom,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Poisson,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,NB,Poisson,3,0.031578947368421
common,d,6,3200,1.5,6.0,LibraryDP,NB,NB,88,0.9263157894736842
common,d,6,3200,1.5,6.0,LibraryDP,NB,ZIP,3,0.031578947368421
common,d,6,3200,1.5,6.0,LibraryDP,NB,Geom,1,0.0105263157894736
common,d,6,3200,1.5,6.0,LibraryDP,NB,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,NB,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,Poisson,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,NB,1,0.0092592592592592
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,ZIP,102,0.9444444444444444
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,Geom,5,0.0462962962962962
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,ZIP,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Geom,Poisson,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Geom,NB,21,0.1909090909090909
common,d,6,3200,1.5,6.0,LibraryDP,Geom,ZIP,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Geom,Geom,89,0.8090909090909091
common,d,6,3200,1.5,6.0,LibraryDP,Geom,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Geom,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,Poisson,9,0.088235294117647
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,NB,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,ZIP,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,Geom,1,0.0098039215686274
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,Binomial,92,0.9019607843137256
common,d,6,3200,1.5,6.0,LibraryDP,Binomial,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,Poisson,10,0.1
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,NB,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,ZIP,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,Geom,3,0.03
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryDP,Bernoulli,Bernoulli,87,0.87
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,Poisson,72,0.8470588235294118
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,NB,3,0.0352941176470588
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,ZIP,1,0.0117647058823529
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,Geom,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,Binomial,8,0.0941176470588235
common,d,6,3200,1.5,6.0,LibraryGreedy,Poisson,Bernoulli,1,0.0117647058823529
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,Poisson,5,0.0526315789473684
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,NB,84,0.8842105263157894
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,ZIP,3,0.031578947368421
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,Geom,2,0.0210526315789473
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,Binomial,1,0.0105263157894736
common,d,6,3200,1.5,6.0,LibraryGreedy,NB,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,Poisson,2,0.0185185185185185
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,NB,7,0.0648148148148148
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,ZIP,97,0.8981481481481481
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,Geom,2,0.0185185185185185
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,ZIP,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,Poisson,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,NB,24,0.2181818181818181
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,ZIP,1,0.009090909090909
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,Geom,85,0.7727272727272727
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Geom,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,Poisson,12,0.1176470588235294
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,NB,3,0.0294117647058823
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,ZIP,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,Geom,1,0.0098039215686274
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,Binomial,86,0.8431372549019608
common,d,6,3200,1.5,6.0,LibraryGreedy,Binomial,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,Poisson,10,0.1
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,NB,8,0.08
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,ZIP,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,Geom,4,0.04
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,Binomial,0,0.0
common,d,6,3200,1.5,6.0,LibraryGreedy,Bernoulli,Bernoulli,78,0.78
common,d,6,3200,1.5,6.0,OracleDP,Poisson,Poisson,85,1.0
common,d,6,3200,1.5,6.0,OracleDP,Poisson,NB,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Poisson,ZIP,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Poisson,Geom,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Poisson,Binomial,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Poisson,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,NB,Poisson,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,NB,NB,95,1.0
common,d,6,3200,1.5,6.0,OracleDP,NB,ZIP,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,NB,Geom,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,NB,Binomial,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,NB,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,Poisson,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,NB,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,ZIP,108,1.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,Geom,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,Binomial,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,ZIP,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,Poisson,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,NB,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,ZIP,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,Geom,110,1.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,Binomial,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Geom,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,Poisson,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,NB,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,ZIP,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,Geom,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,Binomial,102,1.0
common,d,6,3200,1.5,6.0,OracleDP,Binomial,Bernoulli,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,Poisson,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,NB,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,ZIP,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,Geom,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,Binomial,0,0.0
common,d,6,3200,1.5,6.0,OracleDP,Bernoulli,Bernoulli,100,1.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,Poisson,125,1.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,NB,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,ZIP,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,Geom,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,Binomial,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,Poisson,Bernoulli,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,NB,Poisson,11,0.1157894736842105
common,d,7,3200,1.5,7.0,LibraryDP,NB,NB,82,0.8631578947368421
common,d,7,3200,1.5,7.0,LibraryDP,NB,ZIP,0,0.0
common,d,7,3200,1.5,7.0,LibraryDP,NB,Geom,2,0.0210526315789473
common,d,7,3200,1.5,7.0,LibraryDP,NB,Binomial,0,0.0
