dataset,unit,season,n,estimator,child,child_index,parent_set,parent_mask,family,bic,loglik,alpha,params,parameter_count,success,status,nit,nfev,starts,moment_loglik,loglik_improvement,runtime_sec,diagnostics
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,Poisson,35520.08391053155,-17755.521112762803,[],"{""lam"": 4.648200757575758}",1,True,analytic_mle,0,1,0,-17755.521112762803,0.0,0.0009164000512100756,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,NB,35529.13725540761,-17755.52694269786,[],"{""p"": 0.9999900000018601, ""r"": 464815.6292982782}",2,True,optimizer_converged_lbfgsb,2,44,2,-17755.526942699144,1.2842065189033747e-09,0.11489579995395616,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 17755.52694269786, ""jac"": [0.005456967759126033, -0.010186339817035261], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 21, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [13.049396109811383, 11.51291565093345]}, {""fun"": 17755.52694269786, ""jac"": [0.005456967759126033, -0.010186339817035261], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 21, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [13.049396109811383, 11.51291565093345]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,ZIP,35529.12560241138,-17755.521116199747,[],"{""lam"": 4.648200711911312, ""rho"": 1.0000000000000007e-09}",2,True,optimizer_converged_lbfgsb,2,38,2,-17755.521116199747,0.0,0.02765720000024885,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 17755.521116199747, ""jac"": [-0.0007275957658402848, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 18, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [1.5364802010422571, -20.72326583594641]}, {""fun"": 17755.521116199747, ""jac"": [-0.0007275957658402848, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 18, ""nit"": 1, ""status"": 0, ""success"": true, ""x"": [1.5364802010422571, -20.72326583594641]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,Geom,44564.988670910076,-22277.973492952064,[],"{""p"": 0.177047531226423}",1,True,analytic_mle,0,1,0,-22277.973492952064,0.0,0.0008755000308156013,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,Binomial,35432.83801596065,-17711.898165477352,[],"{""n"": 34, ""p"": 0.1367117869875223}",1,True,analytic_mle,0,1,0,-17711.898165477352,0.0,0.004100500023923814,"{""binomial_discrete_residual_mean"": 4.648200757575758, ""binomial_discrete_residual_variance"": 4.006682368787309, ""binomial_h_extension_used"": false, ""binomial_n_candidates"": 1, ""binomial_n_max"": 34, ""binomial_n_min"": 34, ""binomial_n_policy"": ""paper_H_binomial_discrete_index_continuous_full_mle"", ""binomial_n_tie_break"": ""not_applicable_single_mom_index"", ""certified_profiles"": 1, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,,0,Bernoulli,inf,-inf,[],{},1,False,infeasible_root_support,0,0,0,-inf,0.0,0.0001642999704927206,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 0, ""solver_path"": ""analytic_root"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,FTA,2,Poisson,30457.208029350655,-15219.562329669381,[0.4622161075131272],"{""lam"": 2.005395034712824}",2,True,poisson_convex_mle,21,27,2,-15219.591044350029,0.028714680647681234,0.033526500046718866,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15219.562329669381, ""jac"": [0.00018636715148667715, 0.003290064401884951], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 12, ""nit"": 10, ""status"": 0, ""success"": true, ""x"": [2.005395034712824, 0.4622161075131272]}, {""fun"": 15219.562329669741, ""jac"": [-0.00019625488929508883, 0.0038992553357781734], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 13, ""nit"": 11, ""status"": 0, ""success"": true, ""x"": [2.005394405375709, 0.4622162075257555]}], ""poisson_canonical_agreement_abs"": 0.0, ""solver_path"": ""poisson_convex"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,FTA,2,NB,30466.272664860804,-15219.573804921483,[0.46221759690868136],"{""p"": 0.9999917349307471, ""r"": 242632.03084474843}",3,True,optimizer_converged_lbfgsb,12,66,2,-15219.604968746811,0.0311638253278943,0.18542470003012568,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15219.5761845758, ""jac"": [0.0, -0.0036379785060840215, -0.010913935518252066], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 24, ""nit"": 4, ""status"": 0, ""success"": true, ""x"": [0.46221780114553873, 12.210853410922363, 11.515016862082142]}, {""fun"": 15219.573804921483, ""jac"": [0.0023646862258542797, -0.0030922817301714182, -0.006002664535038635], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 40, ""nit"": 8, ""status"": 0, ""success"": true, ""x"": [0.46221759690868136, 12.399301298288435, 11.703464182573137]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,FTA,2,ZIP,30466.24972051929,-15219.562332750726,[0.462215991789697],"{""lam"": 2.005395573635435, ""rho"": 1.0000000000000007e-09}",3,True,optimizer_converged_lbfgsb,15,78,2,-15219.591047448697,0.028714697971736314,0.07093029998941347,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 15219.562332759982, ""jac"": [-0.017644197223681934, -0.01127773424531641, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 32, ""nit"": 6, ""status"": 0, ""success"": true, ""x"": [0.46221633671800266, 0.6958391317985164, -20.72326583594641]}, {""fun"": 15219.562332750726, ""jac"": [0.0012732925831523045, 0.0005456968183217618, 0.0], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 44, ""nit"": 9, ""status"": 0, ""success"": true, ""x"": [0.462215991789697, 0.6958413348824711, -20.72326583594641]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
foul_leaves_5_team,team-quarter,2019-20,8448,optimization,FOUL,0,FTA,2,Geom,32623.594326590213,-16302.75547828916,[0.6474691892964188],"{""p"": 0.513828184649795}",2,True,optimizer_converged_lbfgsb,17,68,2,-17104.927521897156,802.1720436079959,0.09528459998546168,"{""binomial_discrete_residual_mean"": null, ""binomial_discrete_residual_variance"": null, ""binomial_h_extension_used"": null, ""binomial_n_candidates"": 0, ""binomial_n_max"": null, ""binomial_n_min"": null, ""binomial_n_policy"": null, ""binomial_n_tie_break"": null, ""certified_profiles"": 1, ""optimizer_powell_attempted"": false, ""optimizer_powell_success"": false, ""optimizer_primary_failed_starts"": 0, ""optimizer_primary_successful_starts"": 2, ""optimizer_results"": [{""fun"": 16302.755478289473, ""jac"": [0.0021827872732870473, 0.0005456968209723344], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 33, ""nit"": 9, ""status"": 0, ""success"": true, ""x"": [0.6474693074781975, 0.05532728316144302]}, {""fun"": 16302.75547828916, ""jac"": [-0.0016370904549652854, 0.0007275957612964458], ""message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""method"": ""L-BFGS-B"", ""nfev"": 33, ""nit"": 8, ""status"": 0, ""success"": true, ""x"": [0.6474691892964188, 0.05532684751395055]}], ""solver_path"": ""general_convolution"", ""uncertified_profiles"": 0}"
