setting,regime,sweep,sweep_value,method,expected_R,R_total,R_success,R_failed,mean_F1,sd_F1,se_F1,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high,mean_runtime_sec
all_poisson,restricted,sample_size,100.0,ODS,100,100,100,0,0.49236111615397943,0.1101480831077168,0.01101480831077168,0.47077209186486696,0.513950140443092,0.47077209186486696,0.513950140443092,0.2562764519998018
all_poisson,restricted,sample_size,100.0,PC-RCIT,100,100,100,0,0.08226073762838468,0.1240160552639919,0.01240160552639919,0.057953590796642265,0.10656788446012709,0.057953590796642265,0.10656788446012709,0.24610105400017346
all_poisson,restricted,sample_size,100.0,PB-SCM,100,100,100,0,0.032583333333333325,0.06812181011175818,0.006812181011175818,0.019231458551428722,0.04593520811523793,0.019231458551428722,0.04593520811523793,1.5360299479994866
all_poisson,restricted,sample_size,100.0,PB-SCM-PGF,100,100,100,0,0.026414565826330522,0.06710055067633097,0.006710055067633097,0.013262857893769651,0.03956627375889139,0.013262857893769651,0.03956627375889139,0.07672828700015084
all_poisson,restricted,sample_size,200.0,Proposed DP-BIC,100,100,100,0,0.7836478498618087,0.12666563756391352,0.012666563756391353,0.7588213848992816,0.8084743148243357,0.7588213848992816,0.8084743148243357,1.0157274900002085
all_poisson,restricted,sample_size,200.0,Greedy-BIC,100,100,100,0,0.6276431147037553,0.19662150986575777,0.019662150986575776,0.5891052987700668,0.6661809306374439,0.5891052987700668,0.6661809306374439,0.10845146099985864
all_poisson,restricted,sample_size,200.0,Poisson-only DP,100,100,100,0,0.798646903820817,0.12206458305335963,0.012206458305335963,0.7747222455423586,0.8225715620992755,0.7747222455423586,0.8225715620992755,0.05303058400008009
all_poisson,restricted,sample_size,200.0,ODS,100,100,100,0,0.5703010111755122,0.10795871643840028,0.010795871643840028,0.5491411027535857,0.5914609195974387,0.5491411027535857,0.5914609195974387,0.2197793529999035
all_poisson,restricted,sample_size,200.0,PC-RCIT,100,100,100,0,0.20046074745687747,0.1866535828306377,0.01866535828306377,0.1638766452220725,0.23704484969168246,0.1638766452220725,0.23704484969168246,0.4435914639999828
all_poisson,restricted,sample_size,200.0,PB-SCM,100,100,100,0,0.030744505494505487,0.06618093982279162,0.006618093982279162,0.01777304128923833,0.04371596969977264,0.01777304128923833,0.04371596969977264,2.1366121640001072
all_poisson,restricted,sample_size,200.0,PB-SCM-PGF,100,100,100,0,0.015666666666666662,0.05687485251879397,0.005687485251879397,0.004519195572983045,0.026814137760350278,0.004519195572983045,0.026814137760350278,0.08941827900009226
all_poisson,restricted,sample_size,400.0,Proposed DP-BIC,100,100,100,0,0.8889889805846327,0.09530154634120103,0.009530154634120103,0.8703098775017574,0.9076680836675081,0.8703098775017574,0.9076680836675081,1.5993929220004066
all_poisson,restricted,sample_size,400.0,Greedy-BIC,100,100,100,0,0.7235030636030636,0.19505704718805628,0.01950570471880563,0.6852718823542046,0.7617342448519226,0.6852718823542046,0.7617342448519226,0.17496295400022063
all_poisson,restricted,sample_size,400.0,Poisson-only DP,100,100,100,0,0.9021100609535392,0.08198809398526027,0.008198809398526028,0.8860403945324282,0.9181797273746501,0.8860403945324282,0.9181797273746501,0.06941290600021598
all_poisson,restricted,sample_size,400.0,ODS,100,100,100,0,0.6112884806682409,0.1054775160899881,0.010547751608998809,0.5906148875146032,0.6319620738218786,0.5906148875146032,0.6319620738218786,0.23648892400015029
all_poisson,restricted,sample_size,400.0,PC-RCIT,100,100,100,0,0.30156874360589525,0.20972159219442463,0.02097215921944246,0.26046331153578806,0.34267417567600245,0.26046331153578806,0.34267417567600245,1.7250657380001213
all_poisson,restricted,sample_size,400.0,PB-SCM,100,100,100,0,0.08632805429864251,0.11261727232947095,0.011261727232947095,0.06425506892206621,0.10840103967521882,0.06425506892206621,0.10840103967521882,3.1936424849996548
all_poisson,restricted,sample_size,400.0,PB-SCM-PGF,100,100,100,0,0.012761904761904757,0.04556855077078885,0.004556855077078885,0.0038304688108301427,0.021693340712979372,0.0038304688108301427,0.021693340712979372,0.12319172899980911
all_poisson,restricted,sample_size,800.0,Proposed DP-BIC,100,100,100,0,0.9474360581447538,0.06786369599581683,0.006786369599581683,0.9341347737295738,0.9607373425599339,0.9341347737295738,0.9607373425599339,3.014878668999954
all_poisson,restricted,sample_size,800.0,Greedy-BIC,100,100,100,0,0.7321233201581028,0.24036654908000896,0.024036654908000894,0.685011476538421,0.7792351637777846,0.685011476538421,0.7792351637777846,0.3370060590000503
